"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home4887","240","42","90",".467","8","31",".258","21","23",".913","10","40","50","24","5","7","11","22","113",""
"totals_home4888","290","53","96",".552","21","43",".488","16","27",".593","12","41","53","33","1","5","15","26","143",""
"totals_home4889","240","41","94",".436","16","41",".390","11","12",".917","6","42","48","28","11","8","12","20","109",""
"totals_home4890","240","33","83",".398","16","43",".372","10","14",".714","6","28","34","24","12","4","11","20","92",""
"totals_home4891","240","35","74",".473","14","35",".400","38","45",".844","9","28","37","23","8","4","16","25","122",""
"totals_home4892","240","46","93",".495","9","24",".375","10","11",".909","10","33","43","23","5","8","12","20","111",""
"totals_home4893","240","41","80",".513","15","38",".395","20","26",".769","5","28","33","24","9","5","16","20","117",""
"totals_home4894","240","46","89",".517","15","32",".469","12","15",".800","6","34","40","32","11","10","11","15","119",""
"totals_home4895","240","38","76",".500","11","29",".379","28","38",".737","7","32","39","24","7","5","20","22","115",""
"totals_home4896","240","42","84",".500","12","34",".353","12","15",".800","14","32","46","23","8","6","21","21","108",""
"totals_home4897","240","45","89",".506","17","35",".486","14","17",".824","9","37","46","20","9","9","11","17","121",""
"totals_home4898","240","40","87",".460","15","40",".375","7","12",".583","8","38","46","24","7","4","14","22","102",""
"totals_home4899","240","37","79",".468","11","38",".289","22","27",".815","4","31","35","25","3","0","9","17","107",""
"totals_home4900","240","42","83",".506","14","33",".424","26","32",".813","13","37","50","28","7","4","13","18","124",""
"totals_home4901","265","48","106",".453","14","41",".341","21","26",".808","15","38","53","26","6","3","17","25","131",""
"totals_home4902","240","39","84",".464","15","44",".341","5","6",".833","9","27","36","32","8","5","14","17","98",""
"totals_home4903","240","42","92",".457","12","35",".343","17","23",".739","13","39","52","23","9","2","10","14","113",""
"totals_home4904","240","40","94",".426","11","31",".355","13","18",".722","15","30","45","22","12","2","20","25","104",""
"totals_home4905","240","32","82",".390","11","36",".306","28","37",".757","11","34","45","21","6","3","16","27","103",""
"totals_home4906","240","44","91",".484","13","42",".310","17","23",".739","10","29","39","30","4","2","14","25","118",""
"totals_home4907","265","49","91",".538","13","30",".433","29","34",".853","9","33","42","27","10","9","16","36","140",""
"totals_home4908","240","42","91",".462","8","22",".364","20","23",".870","8","28","36","18","7","2","18","26","112",""
"totals_home4909","240","39","84",".464","13","41",".317","28","34",".824","7","40","47","25","9","7","15","26","119",""
"totals_home4910","240","48","90",".533","11","25",".440","22","27",".815","9","33","42","32","6","4","15","17","129",""
"totals_home4911","265","50","105",".476","21","49",".429","28","38",".737","13","42","55","30","7","4","20","36","149",""
"totals_home4912","240","39","89",".438","8","35",".229","19","24",".792","13","25","38","28","7","2","19","32","105",""
"totals_home4913","240","41","77",".532","10","26",".385","18","24",".750","11","36","47","19","9","8","21","21","110",""
"totals_home4914","240","37","87",".425","25","47",".532","27","35",".771","8","40","48","23","10","2","10","28","126",""
"totals_home4915","240","48","95",".505","14","34",".412","17","23",".739","10","24","34","31","8","5","10","25","127",""
"totals_home4916","240","35","84",".417","14","34",".412","23","26",".885","7","44","51","24","7","5","14","28","107",""
"totals_home4917","240","38","90",".422","11","33",".333","31","37",".838","13","35","48","23","5","4","11","24","118",""
"totals_home4918","240","42","77",".545","18","30",".600","26","34",".765","6","30","36","24","9","6","14","21","128",""
"totals_home4919","240","42","91",".462","7","30",".233","15","18",".833","3","36","39","27","5","3","12","27","106",""
"totals_home4920","240","43","82",".524","18","38",".474","28","35",".800","12","34","46","31","10","4","18","25","132",""
"totals_home4921","240","36","91",".396","21","61",".344","27","31",".871","6","30","36","22","15","3","9","24","120",""
"totals_home4922","240","42","93",".452","12","33",".364","21","23",".913","6","43","49","22","5","4","11","29","117",""
"totals_home4923","240","37","87",".425","14","45",".311","15","16",".938","8","33","41","29","9","8","14","24","103",""
"totals_home4924","265","37","87",".425","15","36",".417","24","31",".774","8","34","42","20","4","5","15","32","113",""
"totals_home4925","240","41","94",".436","11","30",".367","7","13",".538","9","36","45","30","6","7","13","19","100",""
"totals_home4926","240","37","82",".451","11","29",".379","24","39",".615","8","41","49","25","7","1","14","20","109",""
"totals_home4927","240","46","87",".529","14","31",".452","26","30",".867","8","27","35","26","6","6","13","25","132",""
"totals_home4928","240","37","83",".446","12","43",".279","22","25",".880","7","35","42","25","8","3","21","29","108",""
"totals_home4929","240","42","88",".477","17","51",".333","15","23",".652","7","47","54","28","3","5","18","19","116",""
"totals_home4930","265","43","104",".413","16","43",".372","8","12",".667","8","39","47","26","8","3","10","37","110",""
"totals_home4931","240","42","85",".494","8","29",".276","23","27",".852","8","40","48","21","2","3","10","16","115",""
"totals_home4932","240","46","84",".548","13","33",".394","15","19",".789","2","30","32","29","10","3","7","17","120",""
"totals_home4933","240","34","77",".442","15","43",".349","29","39",".744","12","30","42","22","8","5","12","19","112",""
"totals_home4934","240","39","95",".411","12","31",".387","20","29",".690","15","49","64","18","7","5","12","21","110",""
"totals_home4935","240","38","84",".452","18","45",".400","30","33",".909","11","35","46","25","5","4","17","23","124",""
"totals_home4936","240","46","93",".495","11","30",".367","23","27",".852","10","25","35","29","10","5","7","20","126",""
"totals_home4937","240","36","85",".424","7","21",".333","19","24",".792","9","39","48","17","8","5","15","26","98",""
"totals_home4938","240","31","88",".352","5","37",".135","19","29",".655","10","36","46","17","7","3","11","24","86",""
"totals_home4939","240","35","87",".402","11","41",".268","18","26",".692","8","35","43","26","8","4","13","26","99",""
"totals_home4940","240","50","88",".568","20","39",".513","29","35",".829","6","37","43","29","10","10","14","23","149",""
"totals_home4941","240","50","93",".538","16","33",".485","24","33",".727","13","26","39","26","11","3","8","20","140",""
"totals_home4942","240","41","78",".526","15","37",".405","33","38",".868","5","39","44","27","7","3","14","21","130",""
"totals_home4943","240","43","92",".467","9","34",".265","19","20",".950","12","41","53","27","6","4","15","20","114",""
"totals_home4944","240","39","87",".448","17","48",".354","16","21",".762","8","29","37","24","3","4","7","17","111",""
"totals_home4945","240","44","84",".524","14","28",".500","13","17",".765","11","33","44","30","5","4","16","22","115",""
"totals_home4946","240","36","84",".429","21","57",".368","20","23",".870","4","30","34","26","11","5","19","28","113",""
"totals_home4947","240","45","89",".506","9","22",".409","20","26",".769","8","39","47","27","10","5","13","18","119",""
"totals_home4948","240","46","83",".554","11","31",".355","18","20",".900","12","46","58","24","6","4","19","19","121",""
"totals_home4949","240","42","86",".488","17","40",".425","18","28",".643","7","37","44","30","9","3","9","23","119",""
"totals_home4950","240","38","93",".409","8","29",".276","24","33",".727","15","36","51","19","4","4","9","20","108",""
"totals_home4951","240","42","88",".477","12","35",".343","22","26",".846","11","34","45","25","7","8","18","19","118",""
"totals_home4952","240","38","89",".427","10","38",".263","14","17",".824","9","39","48","20","8","7","17","18","100",""
"totals_home4953","240","44","90",".489","17","43",".395","12","17",".706","9","32","41","24","5","2","11","26","117",""
"totals_home4954","290","51","108",".472","9","37",".243","23","30",".767","12","40","52","29","10","5","11","24","134",""
"totals_home4955","240","44","84",".524","15","33",".455","13","14",".929","7","35","42","25","12","4","20","21","116",""
"totals_home4956","240","41","84",".488","11","36",".306","19","22",".864","3","34","37","28","6","9","12","21","112",""
"totals_home4957","265","48","115",".417","17","53",".321","23","25",".920","11","43","54","37","6","2","6","26","136",""
"totals_home4958","240","43","84",".512","18","39",".462","17","22",".773","8","35","43","25","7","3","12","18","121",""
"totals_home4959","240","34","71",".479","15","39",".385","25","33",".758","5","35","40","25","17","7","25","23","108",""
"totals_home4960","240","42","96",".438","12","30",".400","17","22",".773","16","32","48","30","5","5","19","26","113",""
"totals_home4961","265","45","102",".441","12","40",".300","20","24",".833","13","41","54","32","9","7","12","19","122",""
"totals_home4962","240","43","91",".473","11","35",".314","27","29",".931","7","34","41","19","8","6","10","16","124",""
"totals_home4963","240","41","87",".471","10","37",".270","20","23",".870","5","36","41","29","9","2","17","22","112",""
"totals_home4964","240","45","93",".484","13","36",".361","17","20",".850","10","29","39","23","8","2","10","19","120",""
"totals_home4965","240","42","89",".472","17","34",".500","27","29",".931","12","41","53","29","11","7","19","23","128",""
"totals_home4966","240","39","82",".476","21","46",".457","15","20",".750","11","27","38","28","5","6","12","19","114",""
"totals_home4967","240","33","84",".393","14","43",".326","26","35",".743","11","38","49","25","4","6","19","21","106",""
"totals_home4968","240","44","98",".449","13","40",".325","13","19",".684","13","46","59","29","11","9","13","20","114",""
"totals_home4969","240","44","81",".543","14","29",".483","22","32",".688","14","18","32","28","8","4","10","18","124",""
"totals_home4970","240","32","83",".386","7","23",".304","25","29",".862","12","37","49","13","9","3","17","24","96",""
"totals_home4971","240","46","93",".495","13","32",".406","18","20",".900","9","50","59","28","10","5","22","20","123",""
"totals_home4972","240","46","93",".495","15","33",".455","10","14",".714","11","23","34","28","5","4","8","20","117",""
"totals_home4973","240","35","89",".393","7","29",".241","30","38",".789","14","30","44","26","8","4","8","15","107",""
"totals_home4974","240","42","81",".519","20","44",".455","27","33",".818","5","32","37","28","4","5","17","23","131",""
"totals_home4975","240","43","88",".489","11","26",".423","15","16",".938","14","31","45","27","4","6","20","22","112",""
"totals_home4976","240","39","95",".411","12","35",".343","23","30",".767","11","33","44","22","2","3","11","23","113",""
"totals_home4977","240","32","86",".372","16","57",".281","24","28",".857","6","43","49","20","8","6","20","20","104",""
"totals_home4978","240","39","84",".464","17","40",".425","26","33",".788","9","38","47","27","9","10","17","29","121",""
"totals_home4979","240","39","89",".438","16","42",".381","22","27",".815","14","36","50","20","7","4","16","19","116",""
"totals_home4980","240","43","87",".494","13","35",".371","12","19",".632","9","33","42","33","4","3","12","19","111",""
"totals_home4981","240","35","88",".398","8","35",".229","12","14",".857","13","38","51","22","8","7","18","19","90",""
"totals_home4982","240","48","98",".490","15","35",".429","11","15",".733","15","32","47","29","6","1","17","18","122",""
"totals_home4983","240","45","90",".500","13","33",".394","16","23",".696","9","46","55","36","4","3","18","18","119",""
"totals_home4984","240","49","89",".551","14","34",".412","16","21",".762","7","38","45","34","6","4","5","14","128",""
"totals_home4985","240","47","101",".465","15","46",".326","9","10",".900","12","31","43","25","7","5","8","23","118",""
"totals_home4986","240","53","96",".552","14","33",".424","13","19",".684","12","34","46","28","5","5","14","23","133",""
