"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home2589","240","38","95",".400","10","37",".270","22","27",".815","11","38","49","22","11","7","7","21","108",""
"totals_home2590","240","44","81",".543","12","30",".400","10","11",".909","5","30","35","26","2","2","11","24","110",""
"totals_home2591","240","37","82",".451","15","36",".417","19","24",".792","5","36","41","23","7","3","9","16","108",""
"totals_home2592","240","48","96",".500","14","31",".452","9","12",".750","10","44","54","36","7","3","15","20","119",""
"totals_home2593","240","35","84",".417","11","29",".379","11","15",".733","5","38","43","17","3","4","16","19","92",""
"totals_home2594","265","38","97",".392","9","30",".300","13","18",".722","13","37","50","23","8","5","14","14","98",""
"totals_home2595","240","38","79",".481","9","25",".360","20","25",".800","6","30","36","18","7","4","10","19","105",""
"totals_home2596","240","32","88",".364","4","26",".154","24","30",".800","10","41","51","17","7","4","19","21","92",""
"totals_home2597","240","32","83",".386","7","29",".241","16","20",".800","8","37","45","16","8","5","16","21","87",""
"totals_home2598","240","38","94",".404","7","26",".269","20","26",".769","16","37","53","24","6","3","8","23","103",""
"totals_home2599","240","50","84",".595","12","26",".462","16","20",".800","6","31","37","29","9","5","10","21","128",""
"totals_home2600","240","40","83",".482","18","39",".462","14","17",".824","6","34","40","21","10","8","9","18","112",""
"totals_home2601","240","48","99",".485","7","27",".259","10","12",".833","11","41","52","35","10","2","12","18","113",""
"totals_home2602","240","38","85",".447","7","20",".350","31","41",".756","13","26","39","18","12","3","10","24","114",""
"totals_home2603","240","43","84",".512","11","30",".367","11","13",".846","6","42","48","27","6","4","9","17","108",""
"totals_home2604","240","39","85",".459","13","37",".351","15","21",".714","7","35","42","18","5","3","13","23","106",""
"totals_home2605","240","40","92",".435","10","31",".323","17","20",".850","11","35","46","24","8","2","5","18","107",""
"totals_home2606","240","45","88",".511","16","42",".381","21","27",".778","10","37","47","23","8","1","13","24","127",""
"totals_home2607","240","37","76",".487","17","34",".500","25","30",".833","8","37","45","23","9","3","14","23","116",""
"totals_home2608","240","48","92",".522","13","32",".406","17","18",".944","11","38","49","20","11","7","8","16","126",""
"totals_home2609","240","41","81",".506","8","23",".348","21","29",".724","9","38","47","15","6","8","18","23","111",""
"totals_home2610","240","35","89",".393","9","27",".333","13","14",".929","16","33","49","14","6","3","16","24","92",""
"totals_home2611","240","31","85",".365","13","39",".333","21","23",".913","7","38","45","18","10","6","8","19","96",""
"totals_home2612","240","29","78",".372","13","43",".302","27","32",".844","8","32","40","12","10","3","10","19","98",""
"totals_home2613","240","41","87",".471","9","23",".391","18","22",".818","15","29","44","16","8","9","9","19","109",""
"totals_home2614","240","43","87",".494","16","38",".421","13","19",".684","13","34","47","26","11","10","12","17","115",""
"totals_home2615","240","29","85",".341","7","39",".179","14","19",".737","11","31","42","18","6","0","5","20","79",""
"totals_home2616","240","36","90",".400","7","44",".159","13","22",".591","17","27","44","17","13","3","12","17","92",""
"totals_home2617","265","46","90",".511","13","36",".361","19","20",".950","4","34","38","31","10","6","7","18","124",""
"totals_home2618","240","47","82",".573","15","36",".417","13","21",".619","7","34","41","28","3","8","12","25","122",""
"totals_home2619","240","40","92",".435","9","31",".290","13","17",".765","15","32","47","20","6","4","13","18","102",""
"totals_home2620","240","30","87",".345","8","27",".296","17","25",".680","17","27","44","21","5","5","11","22","85",""
"totals_home2621","240","42","97",".433","11","37",".297","10","14",".714","12","43","55","21","7","5","14","20","105",""
"totals_home2622","240","42","95",".442","7","26",".269","17","18",".944","17","41","58","28","7","7","21","29","108",""
"totals_home2623","240","41","92",".446","16","38",".421","14","22",".636","9","32","41","21","8","9","11","19","112",""
"totals_home2624","240","39","92",".424","6","24",".250","19","22",".864","14","32","46","21","5","5","14","20","103",""
"totals_home2625","240","47","83",".566","10","26",".385","7","13",".538","13","44","57","29","2","7","20","24","111",""
"totals_home2626","240","39","94",".415","7","25",".280","19","31",".613","14","37","51","20","7","7","12","25","104",""
"totals_home2627","240","45","99",".455","12","33",".364","24","31",".774","10","36","46","21","12","6","15","23","126",""
"totals_home2628","240","45","92",".489","14","33",".424","12","20",".600","8","35","43","21","6","7","9","29","116",""
"totals_home2629","240","39","92",".424","16","48",".333","18","24",".750","8","29","37","21","8","7","11","22","112",""
"totals_home2630","240","40","93",".430","11","25",".440","21","29",".724","19","33","52","22","3","4","12","22","112",""
"totals_home2631","240","49","95",".516","7","19",".368","12","18",".667","5","32","37","17","8","3","9","27","117",""
"totals_home2632","240","35","88",".398","8","28",".286","20","24",".833","9","38","47","21","3","9","12","32","98",""
"totals_home2633","240","44","81",".543","19","34",".559","14","16",".875","6","38","44","35","5","2","11","22","121",""
"totals_home2634","240","44","93",".473","12","36",".333","27","30",".900","11","44","55","30","10","8","13","17","127",""
"totals_home2635","240","38","81",".469","7","26",".269","29","39",".744","7","33","40","19","7","15","14","31","112",""
"totals_home2636","240","44","100",".440","13","37",".351","27","29",".931","14","40","54","21","9","10","16","26","128",""
"totals_home2637","240","36","94",".383","6","31",".194","10","14",".714","12","32","44","18","8","7","15","16","88",""
"totals_home2638","240","37","75",".493","12","30",".400","21","24",".875","12","43","55","22","2","6","22","23","107",""
"totals_home2639","240","44","81",".543","13","26",".500","30","43",".698","7","34","41","32","9","4","16","29","131",""
"totals_home2640","240","44","87",".506","10","25",".400","33","35",".943","9","31","40","28","9","7","13","21","131",""
"totals_home2641","240","56","95",".589","16","31",".516","21","33",".636","12","40","52","35","6","4","16","25","149",""
"totals_home2642","240","43","92",".467","13","35",".371","14","19",".737","12","37","49","24","3","3","12","19","113",""
"totals_home2643","240","44","93",".473","17","46",".370","13","21",".619","11","39","50","27","9","8","17","26","118",""
"totals_home2644","240","35","81",".432","11","26",".423","27","36",".750","10","38","48","21","3","3","14","24","108",""
"totals_home2645","240","40","89",".449","19","46",".413","24","29",".828","10","28","38","24","11","4","16","19","123",""
"totals_home2646","240","51","92",".554","16","24",".667","14","22",".636","10","30","40","21","12","5","10","18","132",""
"totals_home2647","240","37","89",".416","13","39",".333","26","32",".813","9","28","37","20","11","9","11","27","113",""
"totals_home2648","240","36","87",".414","12","35",".343","17","27",".630","11","35","46","23","8","1","16","25","101",""
"totals_home2649","240","45","94",".479","17","33",".515","9","10",".900","13","33","46","33","8","3","10","21","116",""
"totals_home2650","240","44","87",".506","7","21",".333","21","26",".808","5","36","41","26","4","3","11","20","116",""
"totals_home2651","240","41","89",".461","11","34",".324","19","27",".704","12","37","49","21","4","11","15","27","112",""
"totals_home2652","240","49","98",".500","17","50",".340","25","34",".735","15","27","42","29","8","8","16","28","140",""
"totals_home2653","240","43","85",".506","9","28",".321","24","29",".828","9","45","54","28","12","6","18","31","119",""
"totals_home2654","240","45","84",".536","15","32",".469","16","19",".842","8","38","46","24","5","3","12","14","121",""
"totals_home2655","240","48","100",".480","8","32",".250","11","18",".611","9","35","44","28","8","10","10","21","115",""
"totals_home2656","240","46","99",".465","10","27",".370","9","14",".643","15","34","49","23","5","2","18","25","111",""
"totals_home2657","240","46","104",".442","9","39",".231","19","30",".633","18","33","51","23","11","9","18","29","120",""
"totals_home2658","240","35","86",".407","6","32",".188","24","42",".571","13","34","47","21","11","4","8","22","100",""
"totals_home2659","240","42","89",".472","5","25",".200","26","26","1.000","12","37","49","22","8","7","13","16","115",""
"totals_home2660","240","37","91",".407","9","40",".225","7","9",".778","9","42","51","21","6","3","12","15","90",""
"totals_home2661","240","50","87",".575","15","39",".385","12","14",".857","5","41","46","36","10","8","13","21","127",""
"totals_home2662","240","45","96",".469","17","40",".425","17","24",".708","19","36","55","27","5","9","14","18","124",""
"totals_home2663","240","36","85",".424","7","33",".212","22","24",".917","8","39","47","24","9","12","15","17","101",""
"totals_home2664","240","40","93",".430","15","47",".319","20","21",".952","13","28","41","25","8","2","15","16","115",""
"totals_home2665","240","29","82",".354","8","32",".250","18","23",".783","10","40","50","18","6","6","15","22","84",""
"totals_home2666","265","43","108",".398","11","39",".282","27","31",".871","17","53","70","22","6","4","19","22","124",""
"totals_home2667","240","45","88",".511","14","37",".378","19","26",".731","7","33","40","35","12","4","14","24","123",""
"totals_home2668","265","55","107",".514","14","39",".359","18","26",".692","13","39","52","33","5","6","15","29","142",""
"totals_home2669","265","51","108",".472","12","33",".364","19","27",".704","12","34","46","22","4","4","8","24","133",""
"totals_home2670","240","40","93",".430","6","24",".250","30","40",".750","12","36","48","22","12","8","8","24","116",""
"totals_home2671","240","51","99",".515","11","30",".367","13","15",".867","15","34","49","31","11","3","12","22","126",""
"totals_home2672","240","37","91",".407","15","38",".395","22","31",".710","10","44","54","28","6","6","15","26","111",""
"totals_home2673","240","34","89",".382","3","18",".167","15","16",".938","16","37","53","18","5","2","15","19","86",""
"totals_home2674","240","39","82",".476","13","29",".448","19","28",".679","4","47","51","24","7","5","13","15","110",""
"totals_home2675","240","46","89",".517","11","32",".344","9","12",".750","11","33","44","26","9","8","16","18","112",""
"totals_home2676","240","37","77",".481","10","29",".345","28","35",".800","9","36","45","21","4","5","14","24","112",""
"totals_home2677","240","35","87",".402","11","40",".275","8","14",".571","10","25","35","16","12","5","15","23","89",""
"totals_home2678","240","35","87",".402","6","19",".316","20","21",".952","15","31","46","16","3","3","13","16","96",""
"totals_home2679","240","41","100",".410","13","43",".302","28","30",".933","9","42","51","24","7","10","11","27","123",""
"totals_home2680","240","44","84",".524","10","31",".323","15","21",".714","9","35","44","27","4","4","19","23","113",""
"totals_home2681","240","35","83",".422","6","18",".333","21","33",".636","15","42","57","19","7","5","14","15","97",""
"totals_home2682","240","53","92",".576","15","33",".455","23","25",".920","10","38","48","37","6","5","15","22","144",""
"totals_home2683","240","41","78",".526","11","28",".393","17","29",".586","13","35","48","21","4","5","20","21","110",""
"totals_home2684","240","43","86",".500","12","30",".400","16","20",".800","11","29","40","29","5","7","14","21","114",""
"totals_home2685","240","37","94",".394","7","28",".250","14","25",".560","16","41","57","19","5","6","16","27","95",""
"totals_home2686","240","46","92",".500","10","29",".345","19","23",".826","9","33","42","27","13","3","13","19","121",""
"totals_home2687","240","53","93",".570","14","32",".438","15","16",".938","11","39","50","30","10","10","10","18","135",""
"totals_home2688","240","39","90",".433","13","39",".333","9","12",".750","11","29","40","17","6","1","19","18","100",""
"totals_home2689","240","44","91",".484","11","27",".407","17","20",".850","12","38","50","23","10","5","12","22","116",""
"totals_home2690","240","38","98",".388","15","41",".366","22","25",".880","16","26","42","21","11","7","13","27","113",""
"totals_home2691","240","36","112",".321","10","43",".233","13","18",".722","17","32","49","19","10","6","7","15","95",""
"totals_home2692","240","44","98",".449","9","23",".391","20","26",".769","15","31","46","23","11","11","11","20","117",""
"totals_home2693","240","44","95",".463","14","37",".378","14","23",".609","14","39","53","25","8","4","18","18","116",""
"totals_home2694","240","33","89",".371","7","37",".189","16","20",".800","6","41","47","16","4","3","11","24","89",""
"totals_home2695","240","40","95",".421","9","34",".265","22","29",".759","11","29","40","22","4","5","16","32","111",""
"totals_home2696","240","27","84",".321","12","40",".300","19","23",".826","11","37","48","20","9","8","22","13","85",""
"totals_home2697","240","40","86",".465","7","25",".280","20","22",".909","16","23","39","21","9","2","15","20","107",""
"totals_home2698","240","35","91",".385","10","28",".357","25","30",".833","14","42","56","18","4","8","11","23","105",""
"totals_home2699","240","44","79",".557","9","26",".346","20","22",".909","3","36","39","30","12","1","12","21","117",""
"totals_home2700","240","44","96",".458","15","39",".385","17","26",".654","16","40","56","21","7","8","12","21","120",""
"totals_home2701","240","41","82",".500","10","30",".333","21","23",".913","6","51","57","24","6","7","21","19","113",""
"totals_home2702","240","44","91",".484","3","16",".188","19","24",".792","12","37","49","20","7","5","13","17","110",""
"totals_home2703","240","42","87",".483","20","42",".476","10","15",".667","5","32","37","28","5","3","15","20","114",""
"totals_home2704","240","38","91",".418","9","28",".321","19","25",".760","12","31","43","24","6","3","13","19","104",""
"totals_home2705","240","43","85",".506","7","24",".292","24","35",".686","9","34","43","22","16","3","15","24","117",""
"totals_home2706","240","56","103",".544","16","29",".552","8","13",".615","14","43","57","35","7","9","14","25","136",""
"totals_home2707","240","37","90",".411","6","19",".316","13","20",".650","7","28","35","19","8","5","8","20","93",""
"totals_home2708","240","41","99",".414","14","47",".298","17","18",".944","16","48","64","33","7","9","19","22","113",""
"totals_home2709","240","38","92",".413","13","39",".333","24","34",".706","13","39","52","20","10","9","18","21","113",""
"totals_home2710","240","45","92",".489","9","24",".375","16","18",".889","16","37","53","21","5","3","13","21","115",""
"totals_home2711","240","46","94",".489","11","35",".314","21","34",".618","12","32","44","25","6","3","9","19","124",""
"totals_home2712","240","45","92",".489","19","45",".422","15","19",".789","8","49","57","28","5","4","17","21","124",""
"totals_home2713","240","42","98",".429","14","29",".483","26","30",".867","20","31","51","26","11","12","14","14","124",""
"totals_home2714","265","42","91",".462","9","20",".450","20","21",".952","5","36","41","27","17","2","17","19","113",""
"totals_home2715","240","42","93",".452","11","35",".314","21","23",".913","9","32","41","28","14","5","13","17","116",""
"totals_home2716","240","44","81",".543","13","28",".464","24","29",".828","8","31","39","27","7","5","14","26","125",""
"totals_home2717","240","45","90",".500","13","25",".520","33","43",".767","13","35","48","23","13","1","13","20","136",""
"totals_home2718","240","36","91",".396","11","43",".256","16","22",".727","11","37","48","28","10","8","16","22","99",""
"totals_home2719","240","37","84",".440","9","31",".290","25","32",".781","8","38","46","25","8","4","14","20","108",""
"totals_home2720","240","47","92",".511","11","27",".407","24","28",".857","9","34","43","29","13","6","15","26","129",""
"totals_home2721","240","31","96",".323","10","43",".233","13","23",".565","20","29","49","18","7","9","11","25","85",""
"totals_home2722","240","36","74",".486","13","28",".464","22","31",".710","6","32","38","28","16","3","15","20","107",""
"totals_home2723","240","48","94",".511","9","17",".529","23","32",".719","9","32","41","19","16","6","15","35","128",""
"totals_home2724","265","43","101",".426","12","38",".316","22","30",".733","18","37","55","26","5","3","16","33","120",""
"totals_home2725","265","39","92",".424","16","34",".471","13","18",".722","10","33","43","27","7","6","13","23","107",""
"totals_home2726","240","50","86",".581","12","25",".480","16","24",".667","7","34","41","19","10","8","15","28","128",""
"totals_home2727","240","34","79",".430","12","25",".480","21","24",".875","9","26","35","18","6","6","17","19","101",""
"totals_home2728","240","47","89",".528","16","32",".500","21","30",".700","12","34","46","39","10","4","17","24","131",""
"totals_home2729","240","43","84",".512","10","17",".588","18","24",".750","8","31","39","23","12","6","20","27","114",""
"totals_home2730","240","35","90",".389","6","24",".250","14","18",".778","7","28","35","21","10","3","15","26","90",""
"totals_home2731","240","38","93",".409","11","41",".268","20","22",".909","11","40","51","26","7","3","17","26","107",""
"totals_home2732","240","34","83",".410","5","18",".278","18","19",".947","13","22","35","18","11","4","13","22","91",""
"totals_home2733","240","44","93",".473","13","27",".481","21","28",".750","10","33","43","29","7","7","14","30","122",""
"totals_home2734","240","42","87",".483","8","31",".258","23","34",".676","10","33","43","26","6","6","22","28","115",""
"totals_home2735","240","41","92",".446","24","55",".436","11","13",".846","8","34","42","30","5","8","12","23","117",""
"totals_home2736","240","44","87",".506","18","35",".514","26","31",".839","8","38","46","26","4","4","14","30","132",""
"totals_home2737","240","40","90",".444","4","17",".235","11","19",".579","8","32","40","20","7","4","10","24","95",""
"totals_home2738","240","42","85",".494","15","34",".441","12","20",".600","9","29","38","22","5","4","10","28","111",""
"totals_home2739","240","42","89",".472","13","31",".419","8","9",".889","11","32","43","33","2","7","14","20","105",""
"totals_home2740","240","44","86",".512","9","30",".300","14","18",".778","6","24","30","27","6","4","18","21","111",""
"totals_home2741","240","40","81",".494","11","29",".379","15","24",".625","11","29","40","22","6","1","18","28","106",""
"totals_home2742","240","36","77",".468","14","36",".389","14","25",".560","10","29","39","21","3","5","14","25","100",""
"totals_home2743","240","40","91",".440","8","26",".308","10","18",".556","12","37","49","20","3","4","15","18","98",""
"totals_home2744","240","43","88",".489","13","34",".382","17","22",".773","12","49","61","31","3","9","16","16","116",""
"totals_home2745","240","28","69",".406","9","29",".310","44","51",".863","3","42","45","21","11","3","17","31","109",""
"totals_home2746","240","52","91",".571","10","30",".333","12","13",".923","12","38","50","29","3","7","15","17","126",""
"totals_home2747","240","36","86",".419","11","32",".344","19","25",".760","8","37","45","23","10","2","13","16","102",""
"totals_home2748","240","46","88",".523","13","32",".406","18","23",".783","8","29","37","33","11","7","16","21","123",""
"totals_home2749","240","28","71",".394","6","23",".261","26","27",".963","4","33","37","15","13","4","19","18","88",""
"totals_home2750","240","45","96",".469","8","23",".348","11","14",".786","8","35","43","29","8","4","9","21","109",""
"totals_home2751","240","41","83",".494","9","28",".321","12","19",".632","8","40","48","32","8","0","17","26","103",""
"totals_home2752","240","44","104",".423","6","35",".171","16","22",".727","16","34","50","20","10","5","14","21","110",""
"totals_home2753","240","46","95",".484","22","56",".393","30","33",".909","10","46","56","30","6","7","12","20","144",""
"totals_home2754","240","50","105",".476","9","28",".321","13","18",".722","15","23","38","27","11","3","9","28","122",""
"totals_home2755","240","36","83",".434","6","26",".231","30","39",".769","15","32","47","21","12","11","13","18","108",""
"totals_home2756","240","38","88",".432","12","35",".343","22","25",".880","10","33","43","25","3","5","11","21","110",""
"totals_home2757","240","33","64",".516","14","32",".438","22","26",".846","5","32","37","25","7","3","24","27","102",""
"totals_home2758","240","38","86",".442","7","28",".250","28","32",".875","17","49","66","15","7","1","16","20","111",""
"totals_home2759","240","39","85",".459","6","24",".250","23","29",".793","6","32","38","25","6","4","16","18","107",""
"totals_home2760","265","43","105",".410","11","35",".314","18","28",".643","21","39","60","27","8","3","19","30","115",""
"totals_home2761","240","33","75",".440","8","28",".286","20","30",".667","7","32","39","17","8","3","15","15","94",""
"totals_home2762","240","39","87",".448","11","34",".324","13","15",".867","10","30","40","22","11","5","15","16","102",""
"totals_home2763","290","41","106",".387","7","26",".269","26","29",".897","21","41","62","20","7","6","17","27","115",""
"totals_home2764","240","45","93",".484","10","27",".370","22","31",".710","9","32","41","26","15","3","12","23","122",""
"totals_home2765","240","41","90",".456","13","34",".382","20","28",".714","15","32","47","25","5","4","13","14","115",""
"totals_home2766","240","38","86",".442","8","31",".258","27","41",".659","12","28","40","29","10","4","12","19","111",""
"totals_home2767","240","41","81",".506","13","24",".542","22","23",".957","8","38","46","29","4","4","13","25","117",""
"totals_home2768","240","43","88",".489","14","31",".452","20","22",".909","13","30","43","30","5","4","12","27","120",""
"totals_home2769","240","45","92",".489","13","31",".419","10","18",".556","8","35","43","27","9","4","21","16","113",""
"totals_home2770","240","39","82",".476","15","34",".441","26","27",".963","10","40","50","25","4","6","17","22","119",""
"totals_home2771","240","28","81",".346","9","25",".360","17","20",".850","9","40","49","16","4","3","20","20","82",""
"totals_home2772","240","48","91",".527","17","43",".395","5","8",".625","11","40","51","23","7","3","12","17","118",""
"totals_home2773","240","33","89",".371","9","31",".290","11","13",".846","12","39","51","17","3","4","19","26","86",""
"totals_home2774","240","40","87",".460","9","27",".333","7","9",".778","6","34","40","28","10","8","20","19","96",""
"totals_home2775","240","37","92",".402","11","38",".289","22","29",".759","15","30","45","26","5","9","17","30","107",""
"totals_home2776","240","36","93",".387","10","32",".313","13","18",".722","14","46","60","21","8","11","13","17","95",""
"totals_home2777","240","37","94",".394","8","31",".258","12","17",".706","8","33","41","19","9","6","9","21","94",""
"totals_home2778","240","30","70",".429","8","21",".381","21","25",".840","8","28","36","19","7","7","17","22","89",""
"totals_home2779","240","42","94",".447","11","30",".367","12","17",".706","11","44","55","32","5","10","15","18","107",""
"totals_home2780","240","43","89",".483","13","37",".351","18","26",".692","8","27","35","31","12","10","11","32","117",""
"totals_home2781","240","42","88",".477","8","23",".348","13","18",".722","6","25","31","27","10","5","15","26","105",""
"totals_home2782","240","44","91",".484","15","34",".441","11","14",".786","12","35","47","32","6","4","16","14","114",""
"totals_home2783","240","36","81",".444","9","37",".243","17","24",".708","13","39","52","18","10","4","14","16","98",""
"totals_home2784","265","41","93",".441","11","35",".314","16","19",".842","4","38","42","25","10","6","15","23","109",""
"totals_home2785","240","40","97",".412","10","26",".385","26","28",".929","14","39","53","18","4","8","6","20","116",""
"totals_home2786","240","42","87",".483","10","28",".357","17","22",".773","8","30","38","31","5","6","18","22","111",""
"totals_home2787","240","44","86",".512","13","31",".419","16","19",".842","10","31","41","26","8","6","15","18","117",""
"totals_home2788","265","45","94",".479","12","37",".324","31","41",".756","13","46","59","33","3","15","16","33","133",""
"totals_home2789","240","36","79",".456","7","28",".250","30","40",".750","9","44","53","17","6","2","16","21","109",""
"totals_home2790","240","36","80",".450","14","27",".519","16","27",".593","9","29","38","27","6","6","23","27","102",""
"totals_home2791","240","40","87",".460","5","18",".278","25","34",".735","15","39","54","20","3","5","12","28","110",""
"totals_home2792","240","43","77",".558","13","34",".382","24","30",".800","8","37","45","29","4","4","16","21","123",""
"totals_home2793","240","43","95",".453","12","32",".375","23","29",".793","12","37","49","25","7","6","12","29","121",""
"totals_home2794","240","42","79",".532","14","35",".400","30","40",".750","12","34","46","24","8","4","15","20","128",""
"totals_home2795","265","46","99",".465","14","34",".412","22","27",".815","10","44","54","26","6","6","17","19","128",""
"totals_home2796","240","42","86",".488","11","25",".440","24","29",".828","16","38","54","28","7","7","18","18","119",""
"totals_home2797","240","39","82",".476","7","18",".389","14","21",".667","5","33","38","20","7","5","11","19","99",""
"totals_home2798","265","45","103",".437","11","30",".367","11","15",".733","15","30","45","16","9","3","11","18","112",""
"totals_home2799","240","39","88",".443","12","33",".364","20","26",".769","14","24","38","25","5","5","19","31","110",""
"totals_home2800","240","46","83",".554","7","16",".438","17","21",".810","6","30","36","27","9","7","10","24","116",""
"totals_home2801","240","33","74",".446","10","20",".500","20","27",".741","8","38","46","17","3","5","15","20","96",""
"totals_home2802","240","43","77",".558","14","29",".483","11","17",".647","4","34","38","31","9","5","16","23","111",""
"totals_home2803","240","32","92",".348","6","25",".240","16","20",".800","13","37","50","11","7","5","19","20","86",""
"totals_home2804","240","38","104",".365","12","44",".273","15","19",".789","22","29","51","21","5","4","10","18","103",""
"totals_home2805","240","36","74",".486","20","47",".426","23","32",".719","8","30","38","18","6","5","15","22","115",""
"totals_home2806","240","31","88",".352","5","28",".179","22","30",".733","13","41","54","13","4","15","19","21","89",""
"totals_home2807","240","41","89",".461","18","38",".474","14","20",".700","10","29","39","27","8","5","10","16","114",""
"totals_home2808","240","39","86",".453","14","36",".389","8","10",".800","15","40","55","22","4","2","21","14","100",""
"totals_home2809","240","39","92",".424","14","38",".368","15","24",".625","17","31","48","28","12","9","22","23","107",""
"totals_home2810","240","40","79",".506","13","33",".394","24","33",".727","7","34","41","24","8","7","10","17","117",""
"totals_home2811","240","37","77",".481","13","31",".419","27","33",".818","8","32","40","19","5","6","15","30","114",""
"totals_home2812","240","39","97",".402","13","45",".289","19","22",".864","13","30","43","22","9","5","10","20","110",""
"totals_home2813","240","35","89",".393","8","33",".242","20","22",".909","8","37","45","16","11","3","17","26","98",""
"totals_home2814","240","33","79",".418","4","24",".167","18","23",".783","8","34","42","19","7","9","16","28","88",""
"totals_home2815","240","42","80",".525","10","23",".435","26","31",".839","9","43","52","26","8","6","23","17","120",""
"totals_home2816","240","43","92",".467","13","27",".481","19","20",".950","12","30","42","23","12","6","13","15","118",""
"totals_home2817","240","43","86",".500","11","24",".458","7","12",".583","7","38","45","27","12","3","12","20","104",""
"totals_home2818","265","43","91",".473","5","20",".250","30","34",".882","6","43","49","23","11","5","15","23","121",""
"totals_home2819","240","45","85",".529","13","24",".542","10","12",".833","14","46","60","23","5","3","19","20","113",""
"totals_home2820","240","38","76",".500","11","25",".440","12","16",".750","7","24","31","27","11","2","16","20","99",""
"totals_home2821","240","39","91",".429","12","27",".444","20","21",".952","13","35","48","28","8","6","13","20","110",""
"totals_home2822","240","40","80",".500","12","28",".429","19","22",".864","5","32","37","23","7","4","10","21","111",""
"totals_home2823","240","44","92",".478","13","40",".325","18","26",".692","12","32","44","30","17","3","18","25","119",""
"totals_home2824","240","42","90",".467","15","34",".441","12","14",".857","8","43","51","27","12","5","13","12","111",""
"totals_home2825","240","41","101",".406","8","28",".286","17","24",".708","16","30","46","17","10","2","15","29","107",""
"totals_home2826","240","45","92",".489","4","20",".200","10","17",".588","12","37","49","23","9","3","20","19","104",""
"totals_home2827","240","41","81",".506","9","35",".257","22","27",".815","9","35","44","22","5","8","16","22","113",""
"totals_home2828","240","37","90",".411","14","32",".438","19","24",".792","11","36","47","29","14","6","15","22","107",""
"totals_home2829","240","51","95",".537","16","33",".485","10","12",".833","13","34","47","32","11","7","16","21","128",""
"totals_home2830","240","45","77",".584","12","28",".429","16","24",".667","7","44","51","24","12","6","19","19","118",""
"totals_home2831","240","47","84",".560","15","31",".484","7","8",".875","5","33","38","27","9","4","16","23","116",""
"totals_home2832","240","44","93",".473","15","32",".469","23","26",".885","11","37","48","25","11","6","13","18","126",""
"totals_home2833","240","35","87",".402","16","47",".340","21","26",".808","14","27","41","20","8","4","5","21","107",""
"totals_home2834","240","53","94",".564","13","31",".419","19","25",".760","11","45","56","34","12","6","15","24","138",""
"totals_home2835","240","40","85",".471","8","23",".348","28","35",".800","9","41","50","23","2","3","12","25","116",""
"totals_home2836","265","47","89",".528","9","26",".346","20","24",".833","9","37","46","25","9","6","18","23","123",""
"totals_home2837","240","36","81",".444","14","27",".519","13","15",".867","4","43","47","22","10","6","19","14","99",""
"totals_home2838","240","41","81",".506","11","23",".478","20","32",".625","10","31","41","25","7","5","17","27","113",""
"totals_home2839","240","37","87",".425","3","18",".167","27","34",".794","12","35","47","18","5","4","13","23","104",""
"totals_home2840","240","43","85",".506","11","25",".440","15","24",".625","9","31","40","24","11","5","13","23","112",""
"totals_home2841","240","46","92",".500","12","28",".429","8","11",".727","9","34","43","28","11","4","12","16","112",""
"totals_home2842","240","48","99",".485","10","34",".294","23","32",".719","11","43","54","27","5","5","15","25","129",""
"totals_home2843","240","47","93",".505","18","43",".419","11","17",".647","11","44","55","28","8","8","16","14","123",""
"totals_home2844","240","40","88",".455","13","28",".464","26","34",".765","15","32","47","25","4","5","11","22","119",""
"totals_home2845","265","42","99",".424","10","31",".323","25","27",".926","9","40","49","23","10","3","17","29","119",""
"totals_home2846","240","35","87",".402","12","30",".400","15","21",".714","10","43","53","25","11","6","22","26","97",""
"totals_home2847","240","42","87",".483","10","25",".400","31","34",".912","10","36","46","29","6","8","11","18","125",""
"totals_home2848","240","50","93",".538","11","32",".344","19","23",".826","11","30","41","28","5","8","13","23","130",""
"totals_home2849","240","35","91",".385","5","33",".152","11","20",".550","17","34","51","16","11","4","14","22","86",""
"totals_home2850","240","30","86",".349","8","27",".296","15","21",".714","7","27","34","21","13","3","22","19","83",""
"totals_home2851","240","46","81",".568","20","47",".426","20","24",".833","6","35","41","27","9","10","22","20","132",""
"totals_home2852","240","40","86",".465","10","34",".294","22","34",".647","8","38","46","18","6","5","10","18","112",""
"totals_home2853","240","37","82",".451","12","29",".414","14","21",".667","4","27","31","25","14","6","14","28","100",""
"totals_home2854","240","31","80",".388","12","29",".414","13","16",".813","10","39","49","20","8","3","20","20","87",""
"totals_home2855","240","35","87",".402","13","32",".406","14","19",".737","12","36","48","20","3","5","12","21","97",""
"totals_home2856","240","48","84",".571","13","32",".406","22","26",".846","7","28","35","35","5","6","15","26","131",""
"totals_home2857","240","43","96",".448","13","32",".406","10","21",".476","9","34","43","28","4","9","11","30","109",""
"totals_home2858","240","41","92",".446","10","24",".417","12","17",".706","11","37","48","24","3","5","10","18","104",""
"totals_home2859","240","43","89",".483","15","41",".366","16","22",".727","8","36","44","18","5","3","13","16","117",""
"totals_home2860","240","41","89",".461","13","38",".342","18","19",".947","13","37","50","26","5","4","10","27","113",""
