"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_away1289","240","43","84",".512","11","26",".423","24","27",".889","6","44","50","28","8","3","11","26","121",""
"totals_away1290","265","38","86",".442","16","48",".333","15","21",".714","9","38","47","21","4","5","15","23","107",""
"totals_away1291","240","35","91",".385","7","29",".241","24","29",".828","16","29","45","21","5","5","12","18","101",""
"totals_away1292","240","51","96",".531","5","22",".227","7","13",".538","14","46","60","32","8","9","7","21","114",""
"totals_away1293","240","32","79",".405","11","35",".314","16","18",".889","7","30","37","25","5","3","10","19","91",""
"totals_away1294","240","40","84",".476","7","22",".318","24","28",".857","14","23","37","19","13","3","17","24","111",""
"totals_away1295","240","36","80",".450","10","29",".345","23","29",".793","10","33","43","18","6","4","15","17","105",""
"totals_away1296","240","37","100",".370","8","23",".348","18","21",".857","22","27","49","21","11","5","18","17","100",""
"totals_away1297","240","39","81",".481","11","31",".355","28","35",".800","12","32","44","21","9","2","8","17","117",""
"totals_away1298","240","48","85",".565","19","39",".487","15","23",".652","9","36","45","28","10","6","12","17","130",""
"totals_away1299","240","46","84",".548","11","27",".407","17","22",".773","9","33","42","23","12","6","21","23","120",""
"totals_away1300","240","42","91",".462","18","40",".450","9","12",".750","11","27","38","28","10","3","9","23","111",""
"totals_away1301","240","48","86",".558","14","39",".359","19","25",".760","5","48","53","30","7","3","17","25","129",""
"totals_away1302","240","35","79",".443","10","31",".323","19","20",".950","7","22","29","26","7","2","12","15","99",""
"totals_away1303","240","48","85",".565","19","41",".463","20","24",".833","6","32","38","24","13","5","11","21","135",""
"totals_away1304","240","30","86",".349","11","31",".355","20","25",".800","15","44","59","15","0","6","20","23","91",""
"totals_away1305","240","45","100",".450","8","29",".276","15","19",".789","10","31","41","27","15","1","9","18","113",""
"totals_away1306","240","40","83",".482","16","33",".485","22","24",".917","8","36","44","29","8","4","18","28","118",""
"totals_away1307","240","39","87",".448","11","39",".282","27","36",".750","16","24","40","26","5","6","12","27","116",""
"totals_away1308","240","47","88",".534","11","24",".458","15","23",".652","12","28","40","22","6","5","14","22","120",""
"totals_away1309","240","36","88",".409","8","32",".250","19","25",".760","9","37","46","24","11","4","10","24","99",""
"totals_away1310","240","47","97",".485","15","41",".366","13","19",".684","10","33","43","28","9","5","12","16","122",""
"totals_away1311","240","29","73",".397","9","30",".300","23","29",".793","3","44","47","16","4","3","17","15","90",""
"totals_away1312","240","45","94",".479","12","30",".400","29","32",".906","11","32","43","22","7","2","20","25","131",""
"totals_away1313","240","44","101",".436","8","30",".267","13","17",".765","11","33","44","27","6","4","13","20","109",""
"totals_away1314","240","43","93",".462","15","35",".429","14","19",".737","11","37","48","25","6","6","17","28","115",""
"totals_away1315","240","38","76",".500","7","21",".333","25","30",".833","6","39","45","19","6","4","15","22","108",""
"totals_away1316","240","30","79",".380","7","25",".280","24","29",".828","16","35","51","15","4","12","17","31","91",""
"totals_away1317","240","48","94",".511","9","18",".500","12","15",".800","14","36","50","20","11","6","13","18","117",""
"totals_away1318","240","36","77",".468","13","27",".481","11","12",".917","7","31","38","21","4","3","20","18","96",""
"totals_away1319","240","37","85",".435","8","19",".421","17","23",".739","11","31","42","23","7","4","13","16","99",""
"totals_away1320","240","44","90",".489","14","24",".583","22","28",".786","15","42","57","22","8","7","16","20","124",""
"totals_away1321","240","33","83",".398","12","45",".267","27","29",".931","12","32","44","19","7","3","14","14","105",""
"totals_away1322","240","37","89",".416","10","32",".313","16","18",".889","10","29","39","22","7","2","19","23","100",""
"totals_away1323","240","32","79",".405","7","24",".292","13","19",".684","11","30","41","19","8","4","25","23","84",""
"totals_away1324","240","42","107",".393","12","33",".364","12","13",".923","17","42","59","23","12","3","14","20","108",""
"totals_away1325","240","36","95",".379","7","30",".233","12","14",".857","6","32","38","19","11","4","13","29","91",""
"totals_away1326","240","46","95",".484","9","19",".474","13","17",".765","11","40","51","19","5","6","9","26","114",""
"totals_away1327","240","44","81",".543","11","26",".423","17","17","1.000","9","35","44","25","8","3","17","11","116",""
"totals_away1328","240","35","84",".417","10","29",".345","22","32",".688","14","41","55","16","4","5","19","24","102",""
"totals_away1329","240","43","87",".494","10","23",".435","15","20",".750","10","23","33","19","12","1","19","32","111",""
"totals_away1330","240","45","89",".506","18","33",".545","13","15",".867","9","31","40","30","9","3","22","27","121",""
"totals_away1331","240","37","77",".481","9","22",".409","14","17",".824","7","31","38","23","10","8","19","21","97",""
"totals_away1332","240","37","87",".425","10","23",".435","9","13",".692","16","41","57","20","8","3","14","18","93",""
"totals_away1333","240","47","92",".511","18","41",".439","16","20",".800","10","39","49","29","6","8","18","23","128",""
"totals_away1334","240","48","93",".516","12","26",".462","24","33",".727","5","37","42","22","8","3","18","31","132",""
"totals_away1335","240","32","82",".390","8","24",".333","22","36",".611","8","33","41","18","5","4","20","26","94",""
"totals_away1336","240","38","93",".409","1","12",".083","10","16",".625","14","38","52","25","8","3","11","14","87",""
"totals_away1337","240","40","90",".444","17","35",".486","17","20",".850","12","38","50","28","7","6","12","28","114",""
"totals_away1338","240","31","84",".369","13","31",".419","16","21",".762","8","33","41","19","6","0","14","19","91",""
"totals_away1339","240","33","84",".393","12","38",".316","23","27",".852","12","34","46","20","10","7","17","28","101",""
"totals_away1340","240","43","96",".448","7","19",".368","15","21",".714","13","32","45","18","9","4","10","18","108",""
"totals_away1341","240","44","91",".484","9","30",".300","14","15",".933","15","28","43","21","5","2","12","25","111",""
"totals_away1342","240","34","81",".420","11","28",".393","31","35",".886","13","29","42","18","10","6","16","22","110",""
"totals_away1343","240","31","85",".365","8","22",".364","9","13",".692","12","27","39","15","6","3","13","21","79",""
"totals_away1344","240","32","78",".410","11","33",".333","12","19",".632","8","30","38","15","14","4","17","16","87",""
"totals_away1345","240","27","71",".380","6","24",".250","28","38",".737","4","32","36","19","8","3","19","27","88",""
"totals_away1346","240","32","94",".340","7","27",".259","33","36",".917","16","32","48","21","6","2","16","25","104",""
"totals_away1347","240","43","86",".500","10","25",".400","19","23",".826","10","35","45","25","5","1","17","17","115",""
"totals_away1348","240","47","83",".566","10","32",".313","15","21",".714","6","36","42","26","14","5","18","20","119",""
"totals_away1349","240","35","75",".467","9","24",".375","18","24",".750","8","41","49","25","11","0","21","24","97",""
"totals_away1350","240","36","76",".474","7","17",".412","14","18",".778","6","35","41","14","9","1","20","17","93",""
"totals_away1351","240","29","68",".426","6","19",".316","34","37",".919","3","35","38","16","5","2","12","21","98",""
"totals_away1352","240","33","78",".423","7","26",".269","21","36",".583","10","38","48","17","3","5","14","21","94",""
"totals_away1353","240","48","86",".558","15","39",".385","22","26",".846","10","40","50","33","6","8","16","23","133",""
"totals_away1354","240","34","80",".425","10","37",".270","19","24",".792","5","29","34","17","11","4","14","30","97",""
"totals_away1355","240","37","84",".440","9","30",".300","26","28",".929","10","28","38","24","13","3","15","24","109",""
"totals_away1356","240","43","99",".434","9","22",".409","20","29",".690","13","24","37","19","13","2","9","25","115",""
"totals_away1357","240","42","88",".477","17","33",".515","11","13",".846","8","31","39","28","3","3","9","20","112",""
"totals_away1358","240","40","96",".417","11","35",".314","30","34",".882","14","35","49","21","8","4","15","27","121",""
"totals_away1359","240","36","85",".424","1","12",".083","16","25",".640","11","32","43","20","8","2","14","17","89",""
"totals_away1360","240","56","84",".667","10","22",".455","8","11",".727","8","34","42","31","8","2","17","21","130",""
"totals_away1361","240","30","76",".395","9","30",".300","24","32",".750","4","38","42","17","5","7","17","26","93",""
"totals_away1362","240","34","79",".430","7","28",".250","9","11",".818","8","33","41","20","7","7","18","23","84",""
"totals_away1363","240","38","100",".380","8","31",".258","9","15",".600","18","33","51","18","6","1","13","23","93",""
"totals_away1364","240","37","85",".435","9","25",".360","18","21",".857","7","30","37","19","5","4","14","19","101",""
"totals_away1365","240","36","75",".480","12","39",".308","21","24",".875","7","33","40","22","11","13","19","13","105",""
"totals_away1366","240","39","81",".481","12","35",".343","17","26",".654","9","38","47","21","5","7","21","17","107",""
"totals_away1367","240","42","76",".553","10","17",".588","23","30",".767","8","36","44","18","6","3","13","20","117",""
"totals_away1368","240","28","83",".337","10","29",".345","30","35",".857","14","27","41","13","13","2","19","23","96",""
"totals_away1369","240","33","72",".458","12","31",".387","16","24",".667","6","30","36","14","7","2","17","22","94",""
"totals_away1370","240","32","77",".416","6","25",".240","18","25",".720","7","37","44","20","8","10","23","19","88",""
"totals_away1371","240","43","94",".457","8","34",".235","18","19",".947","17","25","42","30","10","6","16","16","112",""
"totals_away1372","265","39","95",".411","6","26",".231","15","23",".652","7","38","45","20","11","5","13","19","99",""
"totals_away1373","240","32","81",".395","11","28",".393","11","13",".846","7","33","40","22","10","5","10","23","86",""
"totals_away1374","240","32","94",".340","10","34",".294","17","20",".850","18","35","53","20","10","3","14","22","91",""
"totals_away1375","240","33","78",".423","11","30",".367","19","22",".864","6","39","45","21","7","4","15","14","96",""
"totals_away1376","240","36","77",".468","9","28",".321","23","36",".639","14","32","46","11","4","5","11","19","104",""
"totals_away1377","240","42","86",".488","13","32",".406","17","23",".739","10","37","47","22","5","3","15","24","114",""
"totals_away1378","240","38","85",".447","22","57",".386","11","13",".846","7","44","51","21","5","6","15","26","109",""
"totals_away1379","240","30","89",".337","4","24",".167","23","27",".852","17","32","49","19","8","8","17","15","87",""
"totals_away1380","240","42","91",".462","4","20",".200","17","23",".739","11","35","46","25","8","4","11","12","105",""
"totals_away1381","240","30","75",".400","11","30",".367","15","21",".714","5","30","35","18","5","1","16","20","86",""
"totals_away1382","240","43","86",".500","8","28",".286","22","25",".880","11","24","35","19","8","9","14","29","116",""
"totals_away1383","240","43","97",".443","15","33",".455","16","22",".727","12","29","41","30","7","6","14","21","117",""
"totals_away1384","240","40","93",".430","7","29",".241","14","20",".700","9","31","40","27","12","4","12","24","101",""
"totals_away1385","240","36","78",".462","12","32",".375","17","23",".739","5","32","37","19","8","2","18","19","101",""
"totals_away1386","240","39","88",".443","13","34",".382","10","14",".714","11","41","52","28","16","8","11","17","101",""
"totals_away1387","240","29","77",".377","14","38",".368","17","21",".810","8","35","43","18","4","3","17","23","89",""
"totals_away1388","240","34","81",".420","6","23",".261","22","26",".846","11","30","41","15","11","5","12","14","96",""
"totals_away1389","240","43","87",".494","16","35",".457","10","14",".714","11","31","42","25","10","1","13","21","112",""
