"","date","away_team","points_away","home_team","points_home","attendance","home_win","point_difference","abs_point_dif","season","win_percentage"
"3367",2019-01-28,"Brooklyn Nets",104,"Boston Celtics",112,18624,1,8,8,"2018-19",66.6666666666667
"3368",2019-01-28,"Denver Nuggets",95,"Memphis Grizzlies",92,12917,0,-3,3,"2018-19",51.219512195122
"3369",2019-01-28,"Atlanta Hawks",123,"Los Angeles Clippers",118,17382,0,-5,5,"2018-19",59.0909090909091
"3370",2019-01-29,"Washington Wizards",113,"Cleveland Cavaliers",116,19432,1,3,3,"2018-19",31.7073170731707
"3371",2019-01-29,"Milwaukee Bucks",115,"Detroit Pistons",105,14187,0,-10,10,"2018-19",60.4651162790698
"3372",2019-01-29,"Oklahoma City Thunder",126,"Orlando Magic",117,16341,0,-9,9,"2018-19",58.1395348837209
"3373",2019-01-29,"Chicago Bulls",117,"Brooklyn Nets",122,12726,1,5,5,"2018-19",53.4883720930233
"3374",2019-01-29,"New Orleans Pelicans",121,"Houston Rockets",116,18055,0,-5,5,"2018-19",76.5957446808511
"3375",2019-01-29,"Phoenix Suns",124,"San Antonio Spurs",126,18121,1,2,2,"2018-19",77.2727272727273
"3376",2019-01-29,"Philadelphia 76ers",121,"Los Angeles Lakers",105,18997,0,-16,16,"2018-19",53.6585365853659
"3377",2019-01-30,"Charlotte Hornets",94,"Boston Celtics",126,18624,1,32,32,"2018-19",66.6666666666667
"3378",2019-01-30,"Chicago Bulls",105,"Miami Heat",89,19600,0,-16,16,"2018-19",46.3414634146341
"3379",2019-01-30,"Dallas Mavericks",114,"New York Knicks",90,18842,0,-24,24,"2018-19",21.9512195121951
"3380",2019-01-30,"Memphis Grizzlies",97,"Minnesota Timberwolves",99,13615,1,2,2,"2018-19",60.9756097560976
"3381",2019-01-30,"Denver Nuggets",105,"New Orleans Pelicans",99,14211,0,-6,6,"2018-19",46.3414634146341
"3382",2019-01-30,"Indiana Pacers",89,"Washington Wizards",107,15354,1,18,18,"2018-19",53.6585365853659
"3383",2019-01-30,"Atlanta Hawks",113,"Sacramento Kings",135,17583,1,22,22,"2018-19",58.5365853658537
"3384",2019-01-30,"Utah Jazz",105,"Portland Trail Blazers",132,19393,1,27,27,"2018-19",75.5102040816327
"3385",2019-01-31,"Dallas Mavericks",89,"Detroit Pistons",93,14075,1,4,4,"2018-19",60.4651162790698
"3386",2019-01-31,"Indiana Pacers",100,"Orlando Magic",107,16625,1,7,7,"2018-19",58.1395348837209
"3387",2019-01-31,"Milwaukee Bucks",105,"Toronto Raptors",92,19800,0,-13,13,"2018-19",75.9259259259259
"3388",2019-01-31,"Brooklyn Nets",114,"San Antonio Spurs",117,18057,1,3,3,"2018-19",77.2727272727273
"3389",2019-01-31,"Philadelphia 76ers",113,"Golden State Warriors",104,19596,0,-9,9,"2018-19",69.2307692307692
"3390",2019-01-31,"Los Angeles Lakers",123,"Los Angeles Clippers",120,19068,0,-3,3,"2018-19",59.0909090909091
"3391",2019-02-01,"Memphis Grizzlies",92,"Charlotte Hornets",100,15387,1,8,8,"2018-19",60.9756097560976
"3392",2019-02-01,"Boston Celtics",113,"New York Knicks",99,18343,0,-14,14,"2018-19",21.9512195121951
"3393",2019-02-01,"Oklahoma City Thunder",118,"Miami Heat",102,19600,0,-16,16,"2018-19",46.3414634146341
"3394",2019-02-01,"Atlanta Hawks",112,"Utah Jazz",128,18306,1,16,16,"2018-19",69.7674418604651
"3395",2019-02-01,"Houston Rockets",122,"Denver Nuggets",136,20106,1,14,14,"2018-19",79.5918367346939
"3396",2019-02-02,"Los Angeles Clippers",111,"Detroit Pistons",101,17862,0,-10,10,"2018-19",60.4651162790698
"3397",2019-02-02,"Chicago Bulls",118,"Charlotte Hornets",125,19114,1,7,7,"2018-19",60.9756097560976
"3398",2019-02-02,"Brooklyn Nets",89,"Orlando Magic",102,17385,1,13,13,"2018-19",58.1395348837209
"3399",2019-02-02,"Milwaukee Bucks",131,"Washington Wizards",115,20409,0,-16,16,"2018-19",53.6585365853659
"3400",2019-02-02,"Dallas Mavericks",111,"Cleveland Cavaliers",98,19432,0,-13,13,"2018-19",31.7073170731707
"3401",2019-02-02,"Indiana Pacers",95,"Miami Heat",88,19600,0,-7,7,"2018-19",46.3414634146341
"3402",2019-02-02,"Los Angeles Lakers",101,"Golden State Warriors",115,19596,1,14,14,"2018-19",69.2307692307692
"3403",2019-02-02,"New Orleans Pelicans",108,"San Antonio Spurs",113,18354,1,5,5,"2018-19",77.2727272727273
"3404",2019-02-02,"Denver Nuggets",107,"Minnesota Timberwolves",106,17208,0,-1,1,"2018-19",60.9756097560976
"3405",2019-02-02,"Atlanta Hawks",118,"Phoenix Suns",112,15534,0,-6,6,"2018-19",29.2682926829268
"3406",2019-02-02,"Houston Rockets",125,"Utah Jazz",98,18306,0,-27,27,"2018-19",69.7674418604651
"3407",2019-02-02,"Philadelphia 76ers",108,"Sacramento Kings",115,17583,1,7,7,"2018-19",58.5365853658537
"3408",2019-02-03,"Memphis Grizzlies",96,"New York Knicks",84,17025,0,-12,12,"2018-19",21.9512195121951
"3409",2019-02-03,"Oklahoma City Thunder",129,"Boston Celtics",134,18624,1,5,5,"2018-19",66.6666666666667
"3410",2019-02-03,"Los Angeles Clippers",103,"Toronto Raptors",121,19800,1,18,18,"2018-19",75.9259259259259
"3411",2019-02-04,"Denver Nuggets",103,"Detroit Pistons",129,12589,1,26,26,"2018-19",60.4651162790698
"3412",2019-02-04,"Atlanta Hawks",137,"Washington Wizards",129,15025,0,-8,8,"2018-19",53.6585365853659
"3413",2019-02-04,"Milwaukee Bucks",113,"Brooklyn Nets",94,16209,0,-19,19,"2018-19",53.4883720930233
"3414",2019-02-04,"Indiana Pacers",109,"New Orleans Pelicans",107,15780,0,-2,2,"2018-19",46.3414634146341
"3415",2019-02-04,"Houston Rockets",118,"Phoenix Suns",110,15740,0,-8,8,"2018-19",29.2682926829268
"3416",2019-02-04,"San Antonio Spurs",112,"Sacramento Kings",127,16245,1,15,15,"2018-19",58.5365853658537
"3417",2019-02-05,"Los Angeles Clippers",117,"Charlotte Hornets",115,14300,0,-2,2,"2018-19",60.9756097560976
"3418",2019-02-05,"Boston Celtics",103,"Cleveland Cavaliers",96,19432,0,-7,7,"2018-19",31.7073170731707
"3419",2019-02-05,"Los Angeles Lakers",94,"Indiana Pacers",136,17265,1,42,42,"2018-19",67.4418604651163
"3420",2019-02-05,"Detroit Pistons",105,"New York Knicks",92,17853,0,-13,13,"2018-19",21.9512195121951
"3421",2019-02-05,"Minnesota Timberwolves",106,"Memphis Grizzlies",108,13454,1,2,2,"2018-19",51.219512195122
"3422",2019-02-05,"Orlando Magic",122,"Oklahoma City Thunder",132,18203,1,10,10,"2018-19",65.1162790697674
"3423",2019-02-05,"Toronto Raptors",119,"Philadelphia 76ers",107,20472,0,-12,12,"2018-19",74.468085106383
"3424",2019-02-05,"Miami Heat",118,"Portland Trail Blazers",108,19468,0,-10,10,"2018-19",75.5102040816327
"3425",2019-02-06,"Denver Nuggets",130,"Brooklyn Nets",135,14516,1,5,5,"2018-19",53.4883720930233
"3426",2019-02-06,"New Orleans Pelicans",125,"Chicago Bulls",120,18116,0,-5,5,"2018-19",21.9512195121951
"3427",2019-02-06,"Washington Wizards",129,"Milwaukee Bucks",148,17360,1,19,19,"2018-19",79.5918367346939
"3428",2019-02-06,"Charlotte Hornets",93,"Dallas Mavericks",99,19606,1,6,6,"2018-19",58.5365853658537
"3429",2019-02-06,"Phoenix Suns",88,"Utah Jazz",116,18306,1,28,28,"2018-19",69.7674418604651
"3430",2019-02-06,"Houston Rockets",127,"Sacramento Kings",101,17583,0,-26,26,"2018-19",58.5365853658537
"3431",2019-02-06,"San Antonio Spurs",102,"Golden State Warriors",141,19596,1,39,39,"2018-19",69.2307692307692
"3432",2019-02-07,"Los Angeles Clippers",92,"Indiana Pacers",116,15756,1,24,24,"2018-19",67.4418604651163
"3433",2019-02-07,"Minnesota Timberwolves",112,"Orlando Magic",122,17184,1,10,10,"2018-19",58.1395348837209
"3434",2019-02-07,"Toronto Raptors",119,"Atlanta Hawks",101,16036,0,-18,18,"2018-19",41.4634146341463
"3435",2019-02-07,"Los Angeles Lakers",129,"Boston Celtics",128,18624,0,-1,1,"2018-19",66.6666666666667
"3436",2019-02-07,"Memphis Grizzlies",95,"Oklahoma City Thunder",117,18203,1,22,22,"2018-19",65.1162790697674
"3437",2019-02-07,"San Antonio Spurs",118,"Portland Trail Blazers",127,19393,1,9,9,"2018-19",75.5102040816327
"3438",2019-02-08,"New York Knicks",103,"Detroit Pistons",120,14430,1,17,17,"2018-19",60.4651162790698
"3439",2019-02-08,"Denver Nuggets",110,"Philadelphia 76ers",117,20627,1,7,7,"2018-19",74.468085106383
"3440",2019-02-08,"Cleveland Cavaliers",106,"Washington Wizards",119,16682,1,13,13,"2018-19",53.6585365853659
"3441",2019-02-08,"Chicago Bulls",125,"Brooklyn Nets",106,15267,0,-19,19,"2018-19",53.4883720930233
"3442",2019-02-08,"Milwaukee Bucks",122,"Dallas Mavericks",107,20420,0,-15,15,"2018-19",58.5365853658537
"3443",2019-02-08,"Golden State Warriors",117,"Phoenix Suns",107,17081,0,-10,10,"2018-19",29.2682926829268
"3444",2019-02-08,"Minnesota Timberwolves",117,"New Orleans Pelicans",122,16980,1,5,5,"2018-19",46.3414634146341
"3445",2019-02-08,"Miami Heat",96,"Sacramento Kings",102,17583,1,6,6,"2018-19",58.5365853658537
"3446",2019-02-09,"San Antonio Spurs",105,"Utah Jazz",125,18306,1,20,20,"2018-19",69.7674418604651
"3447",2019-02-09,"Cleveland Cavaliers",90,"Indiana Pacers",105,17923,1,15,15,"2018-19",67.4418604651163
"3448",2019-02-09,"Charlotte Hornets",129,"Atlanta Hawks",120,15048,0,-9,9,"2018-19",41.4634146341463
"3449",2019-02-09,"Toronto Raptors",104,"New York Knicks",99,18886,0,-5,5,"2018-19",21.9512195121951
"3450",2019-02-09,"Los Angeles Clippers",123,"Boston Celtics",112,18624,0,-11,11,"2018-19",66.6666666666667
"3451",2019-02-09,"Washington Wizards",134,"Chicago Bulls",125,19942,0,-9,9,"2018-19",21.9512195121951
"3452",2019-02-09,"New Orleans Pelicans",90,"Memphis Grizzlies",99,16841,1,9,9,"2018-19",51.219512195122
"3453",2019-02-09,"Oklahoma City Thunder",117,"Houston Rockets",112,18061,0,-5,5,"2018-19",76.5957446808511
"3454",2019-02-09,"Orlando Magic",103,"Milwaukee Bucks",83,17812,0,-20,20,"2018-19",79.5918367346939
"3455",2019-02-10,"Portland Trail Blazers",101,"Dallas Mavericks",102,20340,1,1,1,"2018-19",58.5365853658537
"3456",2019-02-10,"Los Angeles Lakers",120,"Philadelphia 76ers",143,20683,1,23,23,"2018-19",74.468085106383
"3457",2019-02-10,"Phoenix Suns",104,"Sacramento Kings",117,17583,1,13,13,"2018-19",58.5365853658537
"3458",2019-02-10,"Orlando Magic",124,"Atlanta Hawks",108,13370,0,-16,16,"2018-19",41.4634146341463
"3459",2019-02-10,"Miami Heat",118,"Golden State Warriors",120,19596,1,2,2,"2018-19",69.2307692307692
"3460",2019-02-11,"New York Knicks",104,"Cleveland Cavaliers",107,19432,1,3,3,"2018-19",31.7073170731707
"3461",2019-02-11,"Washington Wizards",112,"Detroit Pistons",121,15246,1,9,9,"2018-19",60.4651162790698
"3462",2019-02-11,"Charlotte Hornets",90,"Indiana Pacers",99,15734,1,9,9,"2018-19",67.4418604651163
"3463",2019-02-11,"Brooklyn Nets",125,"Toronto Raptors",127,19800,1,2,2,"2018-19",75.9259259259259
"3464",2019-02-11,"Milwaukee Bucks",112,"Chicago Bulls",99,18833,0,-13,13,"2018-19",21.9512195121951
"3465",2019-02-11,"Dallas Mavericks",104,"Houston Rockets",120,18055,1,16,16,"2018-19",76.5957446808511
"3466",2019-02-11,"Los Angeles Clippers",120,"Minnesota Timberwolves",130,13782,1,10,10,"2018-19",60.9756097560976
"3467",2019-02-11,"Portland Trail Blazers",111,"Oklahoma City Thunder",120,18203,1,9,9,"2018-19",65.1162790697674
"3468",2019-02-11,"Miami Heat",87,"Denver Nuggets",103,18378,1,16,16,"2018-19",79.5918367346939
"3469",2019-02-12,"Los Angeles Lakers",113,"Atlanta Hawks",117,16824,1,4,4,"2018-19",41.4634146341463
"3470",2019-02-12,"San Antonio Spurs",108,"Memphis Grizzlies",107,13788,0,-1,1,"2018-19",51.219512195122
"3471",2019-02-12,"Orlando Magic",118,"New Orleans Pelicans",88,15733,0,-30,30,"2018-19",46.3414634146341
"3472",2019-02-12,"Boston Celtics",112,"Philadelphia 76ers",109,20582,0,-3,3,"2018-19",74.468085106383
"3473",2019-02-12,"Utah Jazz",108,"Golden State Warriors",115,19596,1,7,7,"2018-19",69.2307692307692
"3474",2019-02-13,"Brooklyn Nets",148,"Cleveland Cavaliers",139,17434,0,-9,9,"2018-19",31.7073170731707
"3475",2019-02-13,"Milwaukee Bucks",106,"Indiana Pacers",97,17311,0,-9,9,"2018-19",67.4418604651163
"3476",2019-02-13,"Detroit Pistons",110,"Boston Celtics",118,18624,1,8,8,"2018-19",66.6666666666667
"3477",2019-02-13,"Philadelphia 76ers",126,"New York Knicks",111,18983,0,-15,15,"2018-19",21.9512195121951
"3478",2019-02-13,"Washington Wizards",120,"Toronto Raptors",129,19800,1,9,9,"2018-19",75.9259259259259
"3479",2019-02-13,"Memphis Grizzlies",110,"Chicago Bulls",122,19114,1,12,12,"2018-19",21.9512195121951
"3480",2019-02-13,"Houston Rockets",111,"Minnesota Timberwolves",121,15131,1,10,10,"2018-19",60.9756097560976
"3481",2019-02-13,"Miami Heat",112,"Dallas Mavericks",101,20364,0,-11,11,"2018-19",58.5365853658537
"3482",2019-02-13,"Sacramento Kings",118,"Denver Nuggets",120,17938,1,2,2,"2018-19",79.5918367346939
"3483",2019-02-13,"Phoenix Suns",107,"Los Angeles Clippers",134,17703,1,27,27,"2018-19",59.0909090909091
"3484",2019-02-13,"Golden State Warriors",107,"Portland Trail Blazers",129,19549,1,22,22,"2018-19",75.5102040816327
"3485",2019-02-14,"Charlotte Hornets",89,"Orlando Magic",127,18846,1,38,38,"2018-19",58.1395348837209
"3486",2019-02-14,"New York Knicks",106,"Atlanta Hawks",91,14179,0,-15,15,"2018-19",41.4634146341463
"3487",2019-02-14,"Oklahoma City Thunder",122,"New Orleans Pelicans",131,15686,1,9,9,"2018-19",46.3414634146341
"3488",2019-02-21,"Phoenix Suns",98,"Cleveland Cavaliers",111,19022,1,13,13,"2018-19",31.7073170731707
"3489",2019-02-21,"Miami Heat",102,"Philadelphia 76ers",106,20505,1,4,4,"2018-19",74.468085106383
"3490",2019-02-21,"Portland Trail Blazers",113,"Brooklyn Nets",99,17732,0,-14,14,"2018-19",53.4883720930233
"3491",2019-02-21,"Boston Celtics",97,"Milwaukee Bucks",98,17926,1,1,1,"2018-19",79.5918367346939
"3492",2019-02-21,"Sacramento Kings",123,"Golden State Warriors",125,19596,1,2,2,"2018-19",69.2307692307692
"3493",2019-02-21,"Houston Rockets",106,"Los Angeles Lakers",111,18997,1,5,5,"2018-19",53.6585365853659
"3494",2019-02-22,"Washington Wizards",110,"Charlotte Hornets",123,15572,1,13,13,"2018-19",60.9756097560976
"3495",2019-02-22,"New Orleans Pelicans",111,"Indiana Pacers",126,16962,1,15,15,"2018-19",67.4418604651163
"3496",2019-02-22,"Chicago Bulls",110,"Orlando Magic",109,18846,0,-1,1,"2018-19",58.1395348837209
"3497",2019-02-22,"San Antonio Spurs",117,"Toronto Raptors",120,20058,1,3,3,"2018-19",75.9259259259259
"3498",2019-02-22,"Detroit Pistons",125,"Atlanta Hawks",122,14067,0,-3,3,"2018-19",41.4634146341463
"3499",2019-02-22,"Minnesota Timberwolves",115,"New York Knicks",104,19096,0,-11,11,"2018-19",21.9512195121951
"3500",2019-02-22,"Los Angeles Clippers",112,"Memphis Grizzlies",106,16444,0,-6,6,"2018-19",51.219512195122
"3501",2019-02-22,"Denver Nuggets",114,"Dallas Mavericks",104,20382,0,-10,10,"2018-19",58.5365853658537
"3502",2019-02-22,"Utah Jazz",147,"Oklahoma City Thunder",148,18203,1,1,1,"2018-19",65.1162790697674
"3503",2019-02-23,"Portland Trail Blazers",130,"Philadelphia 76ers",115,20619,0,-15,15,"2018-19",74.468085106383
"3504",2019-02-23,"Phoenix Suns",112,"Atlanta Hawks",120,15214,1,8,8,"2018-19",41.4634146341463
"3505",2019-02-23,"Brooklyn Nets",117,"Charlotte Hornets",115,19158,0,-2,2,"2018-19",60.9756097560976
"3506",2019-02-23,"Memphis Grizzlies",107,"Cleveland Cavaliers",112,19432,1,5,5,"2018-19",31.7073170731707
"3507",2019-02-23,"Los Angeles Lakers",115,"New Orleans Pelicans",128,18626,1,13,13,"2018-19",46.3414634146341
"3508",2019-02-23,"Indiana Pacers",119,"Washington Wizards",112,19648,0,-7,7,"2018-19",53.6585365853659
"3509",2019-02-23,"Detroit Pistons",119,"Miami Heat",96,19600,0,-23,23,"2018-19",46.3414634146341
"3510",2019-02-23,"Boston Celtics",116,"Chicago Bulls",126,21295,1,10,10,"2018-19",21.9512195121951
"3511",2019-02-23,"Sacramento Kings",119,"Oklahoma City Thunder",116,18203,0,-3,3,"2018-19",65.1162790697674
"3512",2019-02-23,"Houston Rockets",118,"Golden State Warriors",112,19596,0,-6,6,"2018-19",69.2307692307692
"3513",2019-02-23,"Minnesota Timberwolves",128,"Milwaukee Bucks",140,17972,1,12,12,"2018-19",79.5918367346939
"3514",2019-02-23,"Dallas Mavericks",109,"Utah Jazz",125,18306,1,16,16,"2018-19",69.7674418604651
"3515",2019-02-24,"Orlando Magic",113,"Toronto Raptors",98,19800,0,-15,15,"2018-19",75.9259259259259
"3516",2019-02-24,"Los Angeles Clippers",96,"Denver Nuggets",123,19956,1,27,27,"2018-19",79.5918367346939
"3517",2019-02-24,"San Antonio Spurs",118,"New York Knicks",130,18019,1,12,12,"2018-19",21.9512195121951
"3518",2019-02-25,"Golden State Warriors",121,"Charlotte Hornets",110,19419,0,-11,11,"2018-19",60.9756097560976
"3519",2019-02-25,"Portland Trail Blazers",123,"Cleveland Cavaliers",110,19432,0,-13,13,"2018-19",31.7073170731707
"3520",2019-02-25,"Indiana Pacers",109,"Detroit Pistons",113,15321,1,4,4,"2018-19",60.4651162790698
"3521",2019-02-25,"San Antonio Spurs",85,"Brooklyn Nets",101,13479,1,16,16,"2018-19",53.4883720930233
"3522",2019-02-25,"Phoenix Suns",124,"Miami Heat",121,19600,0,-3,3,"2018-19",46.3414634146341
"3523",2019-02-25,"Milwaukee Bucks",117,"Chicago Bulls",106,20936,0,-11,11,"2018-19",21.9512195121951
"3524",2019-02-25,"Atlanta Hawks",111,"Houston Rockets",119,18055,1,8,8,"2018-19",76.5957446808511
"3525",2019-02-25,"Los Angeles Lakers",105,"Memphis Grizzlies",110,17794,1,5,5,"2018-19",51.219512195122
"3526",2019-02-25,"Sacramento Kings",105,"Minnesota Timberwolves",112,13691,1,7,7,"2018-19",60.9756097560976
"3527",2019-02-25,"Philadelphia 76ers",111,"New Orleans Pelicans",110,17194,0,-1,1,"2018-19",46.3414634146341
"3528",2019-02-25,"Dallas Mavericks",112,"Los Angeles Clippers",121,19068,1,9,9,"2018-19",59.0909090909091
"3529",2019-02-26,"Orlando Magic",103,"New York Knicks",108,17833,1,5,5,"2018-19",21.9512195121951
"3530",2019-02-26,"Boston Celtics",95,"Toronto Raptors",118,19800,1,23,23,"2018-19",75.9259259259259
"3531",2019-02-26,"Oklahoma City Thunder",112,"Denver Nuggets",121,18378,1,9,9,"2018-19",79.5918367346939
"3532",2019-02-27,"Houston Rockets",118,"Charlotte Hornets",113,17903,0,-5,5,"2018-19",60.9756097560976
"3533",2019-02-27,"Minnesota Timberwolves",123,"Atlanta Hawks",131,14101,1,8,8,"2018-19",41.4634146341463
"3534",2019-02-27,"Washington Wizards",125,"Brooklyn Nets",116,13683,0,-9,9,"2018-19",53.4883720930233
"3535",2019-02-27,"Golden State Warriors",125,"Miami Heat",126,19647,1,1,1,"2018-19",46.3414634146341
"3536",2019-02-27,"Portland Trail Blazers",97,"Boston Celtics",92,18624,0,-5,5,"2018-19",66.6666666666667
"3537",2019-02-27,"Chicago Bulls",109,"Memphis Grizzlies",107,13711,0,-2,2,"2018-19",51.219512195122
"3538",2019-02-27,"Indiana Pacers",101,"Dallas Mavericks",110,19978,1,9,9,"2018-19",58.5365853658537
"3539",2019-02-27,"Detroit Pistons",93,"San Antonio Spurs",105,18354,1,12,12,"2018-19",77.2727272727273
"3540",2019-02-27,"Los Angeles Clippers",105,"Utah Jazz",111,18306,1,6,6,"2018-19",69.7674418604651
"3541",2019-02-27,"Milwaukee Bucks",141,"Sacramento Kings",140,17583,0,-1,1,"2018-19",58.5365853658537
"3542",2019-02-27,"New Orleans Pelicans",119,"Los Angeles Lakers",125,18997,1,6,6,"2018-19",53.6585365853659
"3543",2019-02-28,"Minnesota Timberwolves",115,"Indiana Pacers",122,17003,1,7,7,"2018-19",67.4418604651163
"3544",2019-02-28,"Golden State Warriors",96,"Orlando Magic",103,18846,1,7,7,"2018-19",58.1395348837209
"3545",2019-02-28,"Cleveland Cavaliers",125,"New York Knicks",118,17573,0,-7,7,"2018-19",21.9512195121951
"3546",2019-02-28,"Miami Heat",118,"Houston Rockets",121,18119,1,3,3,"2018-19",76.5957446808511
"3547",2019-02-28,"Philadelphia 76ers",108,"Oklahoma City Thunder",104,18203,0,-4,4,"2018-19",65.1162790697674
"3548",2019-02-28,"Utah Jazz",111,"Denver Nuggets",104,19520,0,-7,7,"2018-19",79.5918367346939
"3549",2019-03-01,"Chicago Bulls",168,"Atlanta Hawks",161,15267,0,-7,7,"2018-19",41.4634146341463
"3550",2019-03-01,"Charlotte Hornets",123,"Brooklyn Nets",112,15578,0,-11,11,"2018-19",53.4883720930233
"3551",2019-03-01,"Washington Wizards",96,"Boston Celtics",107,18624,1,11,11,"2018-19",66.6666666666667
"3552",2019-03-01,"Portland Trail Blazers",117,"Toronto Raptors",119,19800,1,2,2,"2018-19",75.9259259259259
"3553",2019-03-01,"New Orleans Pelicans",130,"Phoenix Suns",116,14123,0,-14,14,"2018-19",29.2682926829268
"3554",2019-03-01,"Los Angeles Clippers",116,"Sacramento Kings",109,17583,0,-7,7,"2018-19",58.5365853658537
"3555",2019-03-01,"Milwaukee Bucks",131,"Los Angeles Lakers",120,18997,0,-11,11,"2018-19",53.6585365853659
"3556",2019-03-02,"Detroit Pistons",129,"Cleveland Cavaliers",93,19432,0,-36,36,"2018-19",31.7073170731707
"3557",2019-03-02,"Orlando Magic",117,"Indiana Pacers",112,17923,0,-5,5,"2018-19",67.4418604651163
"3558",2019-03-02,"Brooklyn Nets",88,"Miami Heat",117,19600,1,29,29,"2018-19",46.3414634146341
"3559",2019-03-02,"Memphis Grizzlies",111,"Dallas Mavericks",81,20233,0,-30,30,"2018-19",58.5365853658537
"3560",2019-03-02,"Golden State Warriors",120,"Philadelphia 76ers",117,20624,0,-3,3,"2018-19",74.468085106383
"3561",2019-03-02,"Oklahoma City Thunder",102,"San Antonio Spurs",116,18439,1,14,14,"2018-19",77.2727272727273
"3562",2019-03-02,"New Orleans Pelicans",120,"Denver Nuggets",112,19978,0,-8,8,"2018-19",79.5918367346939
"3563",2019-03-02,"Los Angeles Lakers",109,"Phoenix Suns",118,18055,1,9,9,"2018-19",29.2682926829268
"3564",2019-03-02,"Milwaukee Bucks",111,"Utah Jazz",115,18306,1,4,4,"2018-19",69.7674418604651
"3565",2019-03-03,"Portland Trail Blazers",118,"Charlotte Hornets",108,18355,0,-10,10,"2018-19",60.9756097560976
"3566",2019-03-03,"Houston Rockets",115,"Boston Celtics",104,18624,0,-11,11,"2018-19",66.6666666666667
"3567",2019-03-03,"Atlanta Hawks",123,"Chicago Bulls",118,20526,0,-5,5,"2018-19",21.9512195121951
"3568",2019-03-03,"New York Knicks",107,"Los Angeles Clippers",128,19068,1,21,21,"2018-19",59.0909090909091
"3569",2019-03-03,"Orlando Magic",93,"Cleveland Cavaliers",107,19432,1,14,14,"2018-19",31.7073170731707
"3570",2019-03-03,"Toronto Raptors",107,"Detroit Pistons",112,19161,1,5,5,"2018-19",60.4651162790698
"3571",2019-03-03,"Minnesota Timberwolves",121,"Washington Wizards",135,17869,1,14,14,"2018-19",53.6585365853659
"3572",2019-03-03,"Memphis Grizzlies",95,"Oklahoma City Thunder",99,18203,1,4,4,"2018-19",65.1162790697674
"3573",2019-03-04,"Dallas Mavericks",88,"Brooklyn Nets",127,17064,1,39,39,"2018-19",53.4883720930233
"3574",2019-03-04,"Atlanta Hawks",113,"Miami Heat",114,19600,1,1,1,"2018-19",46.3414634146341
"3575",2019-03-04,"Denver Nuggets",103,"San Antonio Spurs",104,18354,1,1,1,"2018-19",77.2727272727273
"3576",2019-03-04,"Milwaukee Bucks",105,"Phoenix Suns",114,18055,1,9,9,"2018-19",29.2682926829268
"3577",2019-03-04,"New Orleans Pelicans",115,"Utah Jazz",112,18306,0,-3,3,"2018-19",69.7674418604651
"3578",2019-03-04,"New York Knicks",108,"Sacramento Kings",115,17034,1,7,7,"2018-19",58.5365853658537
"3579",2019-03-04,"Los Angeles Clippers",113,"Los Angeles Lakers",105,18997,0,-8,8,"2018-19",53.6585365853659
"3580",2019-03-05,"Chicago Bulls",96,"Indiana Pacers",105,15753,1,9,9,"2018-19",67.4418604651163
"3581",2019-03-05,"Orlando Magic",106,"Philadelphia 76ers",114,20379,1,8,8,"2018-19",74.468085106383
"3582",2019-03-05,"Portland Trail Blazers",111,"Memphis Grizzlies",120,13801,1,9,9,"2018-19",51.219512195122
"3583",2019-03-05,"Oklahoma City Thunder",120,"Minnesota Timberwolves",131,15728,1,11,11,"2018-19",60.9756097560976
"3584",2019-03-05,"Houston Rockets",107,"Toronto Raptors",95,19800,0,-12,12,"2018-19",75.9259259259259
"3585",2019-03-05,"Boston Celtics",128,"Golden State Warriors",95,19596,0,-33,33,"2018-19",69.2307692307692
"3586",2019-03-06,"Miami Heat",91,"Charlotte Hornets",84,18137,0,-7,7,"2018-19",60.9756097560976
"3587",2019-03-06,"Minnesota Timberwolves",114,"Detroit Pistons",131,15240,1,17,17,"2018-19",60.4651162790698
"3588",2019-03-06,"Dallas Mavericks",123,"Washington Wizards",132,16867,1,9,9,"2018-19",53.6585365853659
"3589",2019-03-06,"San Antonio Spurs",111,"Atlanta Hawks",104,15208,0,-7,7,"2018-19",41.4634146341463
"3590",2019-03-06,"Cleveland Cavaliers",107,"Brooklyn Nets",113,14177,1,6,6,"2018-19",53.4883720930233
"3591",2019-03-06,"Philadelphia 76ers",107,"Chicago Bulls",108,19927,1,1,1,"2018-19",21.9512195121951
"3592",2019-03-06,"Utah Jazz",114,"New Orleans Pelicans",104,14681,0,-10,10,"2018-19",46.3414634146341
"3593",2019-03-06,"New York Knicks",96,"Phoenix Suns",107,14427,1,11,11,"2018-19",29.2682926829268
"3594",2019-03-06,"Boston Celtics",111,"Sacramento Kings",109,17583,0,-2,2,"2018-19",58.5365853658537
"3595",2019-03-06,"Denver Nuggets",115,"Los Angeles Lakers",99,18997,0,-16,16,"2018-19",53.6585365853659
"3596",2019-03-07,"Indiana Pacers",98,"Milwaukee Bucks",117,17884,1,19,19,"2018-19",79.5918367346939
"3597",2019-03-07,"Oklahoma City Thunder",129,"Portland Trail Blazers",121,20037,0,-8,8,"2018-19",75.5102040816327
"3598",2019-03-08,"Washington Wizards",111,"Charlotte Hornets",112,18144,1,1,1,"2018-19",60.9756097560976
"3599",2019-03-08,"Dallas Mavericks",106,"Orlando Magic",111,19196,1,5,5,"2018-19",58.1395348837209
