"","date","away_team","points_away","home_team","points_home","attendance","home_win","point_difference","abs_point_dif","season","win_percentage"
"5690",2021-03-20,"Sacramento Kings",105,"Philadelphia 76ers",129,3071,1,24,24,"2020-21",76.7441860465116
"5691",2021-03-20,"San Antonio Spurs",113,"Milwaukee Bucks",120,3280,1,7,7,"2020-21",76.5957446808511
"5692",2021-03-20,"Charlotte Hornets",98,"Los Angeles Clippers",125,0,1,27,27,"2020-21",67.3913043478261
"5693",2021-03-21,"Indiana Pacers",109,"Miami Heat",106,0,0,-3,3,"2020-21",55.2631578947368
"5694",2021-03-21,"Oklahoma City Thunder",114,"Houston Rockets",112,3297,0,-2,2,"2020-21",25
"5695",2021-03-21,"New Orleans Pelicans",113,"Denver Nuggets",108,0,0,-5,5,"2020-21",65.8536585365854
"5696",2021-03-21,"Orlando Magic",96,"Boston Celtics",112,0,1,16,16,"2020-21",58.974358974359
"5697",2021-03-21,"Washington Wizards",106,"Brooklyn Nets",113,1773,1,7,7,"2020-21",79.0697674418605
"5698",2021-03-21,"Toronto Raptors",105,"Cleveland Cavaliers",116,0,1,11,11,"2020-21",36.1111111111111
"5699",2021-03-21,"Chicago Bulls",100,"Detroit Pistons",86,750,0,-14,14,"2020-21",36.1111111111111
"5700",2021-03-21,"Philadelphia 76ers",101,"New York Knicks",100,1981,0,-1,1,"2020-21",66.6666666666667
"5701",2021-03-21,"Los Angeles Lakers",94,"Phoenix Suns",111,3190,1,17,17,"2020-21",74.468085106383
"5702",2021-03-21,"Dallas Mavericks",132,"Portland Trail Blazers",92,0,0,-40,40,"2020-21",53.8461538461538
"5703",2021-03-22,"Sacramento Kings",119,"Cleveland Cavaliers",105,4100,0,-14,14,"2020-21",36.1111111111111
"5704",2021-03-22,"Oklahoma City Thunder",112,"Minnesota Timberwolves",103,0,0,-9,9,"2020-21",36.1111111111111
"5705",2021-03-22,"Charlotte Hornets",100,"San Antonio Spurs",97,3222,0,-3,3,"2020-21",38.8888888888889
"5706",2021-03-22,"Utah Jazz",120,"Chicago Bulls",95,0,0,-25,25,"2020-21",41.6666666666667
"5707",2021-03-22,"Toronto Raptors",99,"Houston Rockets",117,2965,1,18,18,"2020-21",25
"5708",2021-03-22,"Boston Celtics",126,"Memphis Grizzlies",132,2319,1,6,6,"2020-21",48.7179487179487
"5709",2021-03-22,"Indiana Pacers",113,"Milwaukee Bucks",140,3280,1,27,27,"2020-21",76.5957446808511
"5710",2021-03-22,"Atlanta Hawks",110,"Los Angeles Clippers",119,0,1,9,9,"2020-21",67.3913043478261
"5711",2021-03-23,"Denver Nuggets",110,"Orlando Magic",99,3485,0,-11,11,"2020-21",30.5555555555556
"5712",2021-03-23,"Los Angeles Lakers",111,"New Orleans Pelicans",128,3700,1,17,17,"2020-21",50
"5713",2021-03-23,"Washington Wizards",113,"New York Knicks",131,1589,1,18,18,"2020-21",66.6666666666667
"5714",2021-03-23,"Phoenix Suns",110,"Miami Heat",100,0,0,-10,10,"2020-21",55.2631578947368
"5715",2021-03-23,"Philadelphia 76ers",108,"Golden State Warriors",98,0,0,-10,10,"2020-21",67.5675675675676
"5716",2021-03-23,"Brooklyn Nets",116,"Portland Trail Blazers",112,0,0,-4,4,"2020-21",53.8461538461538
"5717",2021-03-24,"Detroit Pistons",111,"Indiana Pacers",116,0,1,5,5,"2020-21",37.8378378378378
"5718",2021-03-24,"Boston Celtics",119,"Milwaukee Bucks",121,3280,1,2,2,"2020-21",76.5957446808511
"5719",2021-03-24,"Denver Nuggets",111,"Toronto Raptors",135,1578,1,24,24,"2020-21",44.4444444444444
"5720",2021-03-24,"Cleveland Cavaliers",103,"Chicago Bulls",94,0,0,-9,9,"2020-21",41.6666666666667
"5721",2021-03-24,"Charlotte Hornets",122,"Houston Rockets",97,3163,0,-25,25,"2020-21",25
"5722",2021-03-24,"Dallas Mavericks",128,"Minnesota Timberwolves",108,0,0,-20,20,"2020-21",36.1111111111111
"5723",2021-03-24,"Memphis Grizzlies",116,"Oklahoma City Thunder",107,0,0,-9,9,"2020-21",27.7777777777778
"5724",2021-03-24,"Phoenix Suns",111,"Orlando Magic",112,3891,1,1,1,"2020-21",30.5555555555556
"5725",2021-03-24,"Los Angeles Clippers",134,"San Antonio Spurs",101,3224,0,-33,33,"2020-21",38.8888888888889
"5726",2021-03-24,"Atlanta Hawks",108,"Sacramento Kings",110,0,1,2,2,"2020-21",44.4444444444444
"5727",2021-03-24,"Brooklyn Nets",88,"Utah Jazz",118,5546,1,30,30,"2020-21",83.3333333333333
"5728",2021-03-25,"Portland Trail Blazers",125,"Miami Heat",122,0,0,-3,3,"2020-21",55.2631578947368
"5729",2021-03-25,"Washington Wizards",102,"New York Knicks",106,1817,1,4,4,"2020-21",66.6666666666667
"5730",2021-03-25,"Los Angeles Clippers",98,"San Antonio Spurs",85,3225,0,-13,13,"2020-21",38.8888888888889
"5731",2021-03-25,"Philadelphia 76ers",109,"Los Angeles Lakers",101,0,0,-8,8,"2020-21",57.5
"5732",2021-03-25,"Golden State Warriors",119,"Sacramento Kings",141,0,1,22,22,"2020-21",44.4444444444444
"5733",2021-03-26,"Brooklyn Nets",113,"Detroit Pistons",111,750,0,-2,2,"2020-21",36.1111111111111
"5734",2021-03-26,"Boston Celtics",122,"Milwaukee Bucks",114,3280,0,-8,8,"2020-21",76.5957446808511
"5735",2021-03-26,"Phoenix Suns",104,"Toronto Raptors",100,0,0,-4,4,"2020-21",44.4444444444444
"5736",2021-03-26,"Miami Heat",105,"Charlotte Hornets",110,4215,1,5,5,"2020-21",50
"5737",2021-03-26,"Houston Rockets",101,"Minnesota Timberwolves",107,0,1,6,6,"2020-21",36.1111111111111
"5738",2021-03-26,"Denver Nuggets",113,"New Orleans Pelicans",108,3700,0,-5,5,"2020-21",50
"5739",2021-03-26,"Portland Trail Blazers",112,"Orlando Magic",105,3827,0,-7,7,"2020-21",30.5555555555556
"5740",2021-03-26,"Indiana Pacers",109,"Dallas Mavericks",94,4132,0,-15,15,"2020-21",53.8461538461538
"5741",2021-03-26,"Memphis Grizzlies",114,"Utah Jazz",117,5546,1,3,3,"2020-21",83.3333333333333
"5742",2021-03-26,"Atlanta Hawks",124,"Golden State Warriors",108,0,0,-16,16,"2020-21",67.5675675675676
"5743",2021-03-26,"Cleveland Cavaliers",86,"Los Angeles Lakers",100,0,1,14,14,"2020-21",57.5
"5744",2021-03-27,"New York Knicks",102,"Milwaukee Bucks",96,3280,0,-6,6,"2020-21",76.5957446808511
"5745",2021-03-27,"Houston Rockets",129,"Minnesota Timberwolves",107,0,0,-22,22,"2020-21",36.1111111111111
"5746",2021-03-27,"Detroit Pistons",92,"Washington Wizards",106,0,1,14,14,"2020-21",53.8461538461538
"5747",2021-03-27,"Chicago Bulls",104,"San Antonio Spurs",120,3334,1,16,16,"2020-21",38.8888888888889
"5748",2021-03-27,"Dallas Mavericks",103,"New Orleans Pelicans",112,3700,1,9,9,"2020-21",50
"5749",2021-03-27,"Boston Celtics",111,"Oklahoma City Thunder",94,0,0,-17,17,"2020-21",27.7777777777778
"5750",2021-03-27,"Memphis Grizzlies",110,"Utah Jazz",126,5546,1,16,16,"2020-21",83.3333333333333
"5751",2021-03-27,"Philadelphia 76ers",112,"Los Angeles Clippers",122,0,1,10,10,"2020-21",67.3913043478261
"5752",2021-03-27,"Cleveland Cavaliers",98,"Sacramento Kings",100,0,1,2,2,"2020-21",44.4444444444444
"5753",2021-03-28,"Phoenix Suns",101,"Charlotte Hornets",97,3850,0,-4,4,"2020-21",50
"5754",2021-03-28,"Portland Trail Blazers",122,"Toronto Raptors",117,2021,0,-5,5,"2020-21",44.4444444444444
"5755",2021-03-28,"Atlanta Hawks",102,"Denver Nuggets",126,0,1,24,24,"2020-21",65.8536585365854
"5756",2021-03-28,"Orlando Magic",93,"Los Angeles Lakers",96,0,1,3,3,"2020-21",57.5
"5757",2021-03-29,"Indiana Pacers",124,"Washington Wizards",132,0,1,8,8,"2020-21",53.8461538461538
"5758",2021-03-29,"New Orleans Pelicans",115,"Boston Celtics",109,2298,0,-6,6,"2020-21",58.974358974359
"5759",2021-03-29,"Minnesota Timberwolves",107,"Brooklyn Nets",112,1732,1,5,5,"2020-21",79.0697674418605
"5760",2021-03-29,"Miami Heat",98,"New York Knicks",88,1981,0,-10,10,"2020-21",66.6666666666667
"5761",2021-03-29,"Toronto Raptors",104,"Detroit Pistons",118,750,1,14,14,"2020-21",36.1111111111111
"5762",2021-03-29,"Memphis Grizzlies",120,"Houston Rockets",110,3319,0,-10,10,"2020-21",25
"5763",2021-03-29,"Dallas Mavericks",127,"Oklahoma City Thunder",106,0,0,-21,21,"2020-21",27.7777777777778
"5764",2021-03-29,"Sacramento Kings",132,"San Antonio Spurs",115,2876,0,-17,17,"2020-21",38.8888888888889
"5765",2021-03-29,"Cleveland Cavaliers",75,"Utah Jazz",114,5546,1,39,39,"2020-21",83.3333333333333
"5766",2021-03-29,"Chicago Bulls",102,"Golden State Warriors",116,0,1,14,14,"2020-21",67.5675675675676
"5767",2021-03-29,"Milwaukee Bucks",105,"Los Angeles Clippers",129,0,1,24,24,"2020-21",67.3913043478261
"5768",2021-03-30,"Charlotte Hornets",114,"Washington Wizards",104,0,0,-10,10,"2020-21",53.8461538461538
"5769",2021-03-30,"Philadelphia 76ers",95,"Denver Nuggets",104,3574,1,9,9,"2020-21",65.8536585365854
"5770",2021-03-30,"Orlando Magic",103,"Los Angeles Clippers",96,0,0,-7,7,"2020-21",67.3913043478261
"5771",2021-03-30,"Atlanta Hawks",110,"Phoenix Suns",117,3173,1,7,7,"2020-21",74.468085106383
"5772",2021-03-31,"Portland Trail Blazers",124,"Detroit Pistons",101,750,0,-23,23,"2020-21",36.1111111111111
"5773",2021-03-31,"Miami Heat",92,"Indiana Pacers",87,0,0,-5,5,"2020-21",37.8378378378378
"5774",2021-03-31,"Dallas Mavericks",113,"Boston Celtics",108,2298,0,-5,5,"2020-21",58.974358974359
"5775",2021-03-31,"Houston Rockets",108,"Brooklyn Nets",120,1773,1,12,12,"2020-21",79.0697674418605
"5776",2021-03-31,"Utah Jazz",111,"Memphis Grizzlies",107,2314,0,-4,4,"2020-21",48.7179487179487
"5777",2021-03-31,"New York Knicks",101,"Minnesota Timberwolves",102,0,1,1,1,"2020-21",36.1111111111111
"5778",2021-03-31,"Toronto Raptors",103,"Oklahoma City Thunder",113,0,1,10,10,"2020-21",27.7777777777778
"5779",2021-03-31,"Sacramento Kings",106,"San Antonio Spurs",120,2802,1,14,14,"2020-21",38.8888888888889
"5780",2021-03-31,"Milwaukee Bucks",112,"Los Angeles Lakers",97,0,0,-15,15,"2020-21",57.5
"5781",2021-03-31,"Chicago Bulls",116,"Phoenix Suns",121,3459,1,5,5,"2020-21",74.468085106383
"5782",2021-04-01,"Philadelphia 76ers",114,"Cleveland Cavaliers",94,4100,0,-20,20,"2020-21",36.1111111111111
"5783",2021-04-01,"Washington Wizards",91,"Detroit Pistons",120,750,1,29,29,"2020-21",36.1111111111111
"5784",2021-04-01,"Charlotte Hornets",89,"Brooklyn Nets",111,1773,1,22,22,"2020-21",79.0697674418605
"5785",2021-04-01,"Golden State Warriors",109,"Miami Heat",116,0,1,7,7,"2020-21",55.2631578947368
"5786",2021-04-01,"Orlando Magic",115,"New Orleans Pelicans",110,3700,0,-5,5,"2020-21",50
"5787",2021-04-01,"Atlanta Hawks",134,"San Antonio Spurs",129,2949,0,-5,5,"2020-21",38.8888888888889
"5788",2021-04-01,"Denver Nuggets",101,"Los Angeles Clippers",94,0,0,-7,7,"2020-21",67.3913043478261
"5789",2021-04-02,"Golden State Warriors",77,"Toronto Raptors",130,3085,1,53,53,"2020-21",44.4444444444444
"5790",2021-04-02,"Houston Rockets",102,"Boston Celtics",118,0,1,16,16,"2020-21",58.974358974359
"5791",2021-04-02,"Dallas Mavericks",99,"New York Knicks",86,1981,0,-13,13,"2020-21",66.6666666666667
"5792",2021-04-02,"Charlotte Hornets",114,"Indiana Pacers",97,0,0,-17,17,"2020-21",37.8378378378378
"5793",2021-04-02,"Minnesota Timberwolves",108,"Memphis Grizzlies",120,2987,1,12,12,"2020-21",48.7179487179487
"5794",2021-04-02,"Atlanta Hawks",126,"New Orleans Pelicans",103,3700,0,-23,23,"2020-21",50
"5795",2021-04-02,"Chicago Bulls",106,"Utah Jazz",113,5546,1,7,7,"2020-21",83.3333333333333
"5796",2021-04-02,"Oklahoma City Thunder",103,"Phoenix Suns",140,3422,1,37,37,"2020-21",74.468085106383
"5797",2021-04-02,"Milwaukee Bucks",127,"Portland Trail Blazers",109,0,0,-18,18,"2020-21",53.8461538461538
"5798",2021-04-02,"Los Angeles Lakers",115,"Sacramento Kings",94,0,0,-21,21,"2020-21",44.4444444444444
"5799",2021-04-03,"Dallas Mavericks",109,"Washington Wizards",87,0,0,-22,22,"2020-21",53.8461538461538
"5800",2021-04-03,"New York Knicks",125,"Detroit Pistons",81,750,0,-44,44,"2020-21",36.1111111111111
"5801",2021-04-03,"Cleveland Cavaliers",101,"Miami Heat",115,0,1,14,14,"2020-21",55.2631578947368
"5802",2021-04-03,"Minnesota Timberwolves",113,"Philadelphia 76ers",122,3071,1,9,9,"2020-21",76.7441860465116
"5803",2021-04-03,"Indiana Pacers",139,"San Antonio Spurs",133,3276,0,-6,6,"2020-21",38.8888888888889
"5804",2021-04-03,"Orlando Magic",91,"Utah Jazz",137,5546,1,46,46,"2020-21",83.3333333333333
"5805",2021-04-03,"Oklahoma City Thunder",85,"Portland Trail Blazers",133,0,1,48,48,"2020-21",53.8461538461538
"5806",2021-04-03,"Milwaukee Bucks",129,"Sacramento Kings",128,0,0,-1,1,"2020-21",44.4444444444444
"5807",2021-04-04,"Brooklyn Nets",107,"Chicago Bulls",115,0,1,8,8,"2020-21",41.6666666666667
"5808",2021-04-04,"Los Angeles Lakers",86,"Los Angeles Clippers",104,0,1,18,18,"2020-21",67.3913043478261
"5809",2021-04-04,"Charlotte Hornets",86,"Boston Celtics",116,0,1,30,30,"2020-21",58.974358974359
"5810",2021-04-04,"Memphis Grizzlies",116,"Philadelphia 76ers",100,4094,0,-16,16,"2020-21",76.7441860465116
"5811",2021-04-04,"Golden State Warriors",111,"Atlanta Hawks",117,2937,1,6,6,"2020-21",65.9090909090909
"5812",2021-04-04,"New Orleans Pelicans",122,"Houston Rockets",115,3268,0,-7,7,"2020-21",25
"5813",2021-04-04,"Orlando Magic",109,"Denver Nuggets",119,3927,1,10,10,"2020-21",65.8536585365854
"5814",2021-04-05,"New York Knicks",112,"Brooklyn Nets",114,1773,1,2,2,"2020-21",79.0697674418605
"5815",2021-04-05,"Utah Jazz",103,"Dallas Mavericks",111,4261,1,8,8,"2020-21",53.8461538461538
"5816",2021-04-05,"Sacramento Kings",106,"Minnesota Timberwolves",116,1436,1,10,10,"2020-21",36.1111111111111
"5817",2021-04-05,"Detroit Pistons",132,"Oklahoma City Thunder",108,0,0,-24,24,"2020-21",27.7777777777778
"5818",2021-04-05,"Cleveland Cavaliers",125,"San Antonio Spurs",101,2482,0,-24,24,"2020-21",38.8888888888889
"5819",2021-04-05,"Washington Wizards",101,"Toronto Raptors",103,1620,1,2,2,"2020-21",44.4444444444444
"5820",2021-04-05,"Phoenix Suns",133,"Houston Rockets",130,3093,0,-3,3,"2020-21",25
"5821",2021-04-06,"Chicago Bulls",113,"Indiana Pacers",97,0,0,-16,16,"2020-21",37.8378378378378
"5822",2021-04-06,"New Orleans Pelicans",107,"Atlanta Hawks",123,2816,1,16,16,"2020-21",65.9090909090909
"5823",2021-04-06,"Philadelphia 76ers",106,"Boston Celtics",96,2298,0,-10,10,"2020-21",58.974358974359
"5824",2021-04-06,"Los Angeles Lakers",110,"Toronto Raptors",101,0,0,-9,9,"2020-21",44.4444444444444
"5825",2021-04-06,"Memphis Grizzlies",124,"Miami Heat",112,0,0,-12,12,"2020-21",55.2631578947368
"5826",2021-04-06,"Detroit Pistons",119,"Denver Nuggets",134,3556,1,15,15,"2020-21",65.8536585365854
"5827",2021-04-06,"Milwaukee Bucks",121,"Golden State Warriors",122,0,1,1,1,"2020-21",67.5675675675676
"5828",2021-04-06,"Portland Trail Blazers",116,"Los Angeles Clippers",133,0,1,17,17,"2020-21",67.3913043478261
"5829",2021-04-07,"Minnesota Timberwolves",137,"Indiana Pacers",141,0,1,4,4,"2020-21",37.8378378378378
"5830",2021-04-07,"Washington Wizards",131,"Orlando Magic",116,3991,0,-15,15,"2020-21",30.5555555555556
"5831",2021-04-07,"New York Knicks",99,"Boston Celtics",101,2298,1,2,2,"2020-21",58.974358974359
"5832",2021-04-07,"New Orleans Pelicans",111,"Brooklyn Nets",139,1773,1,28,28,"2020-21",79.0697674418605
"5833",2021-04-07,"Memphis Grizzlies",131,"Atlanta Hawks",113,2774,0,-18,18,"2020-21",65.9090909090909
"5834",2021-04-07,"Dallas Mavericks",93,"Houston Rockets",102,3399,1,9,9,"2020-21",25
"5835",2021-04-07,"Charlotte Hornets",113,"Oklahoma City Thunder",102,0,0,-11,11,"2020-21",27.7777777777778
"5836",2021-04-07,"San Antonio Spurs",96,"Denver Nuggets",106,3715,1,10,10,"2020-21",65.8536585365854
"5837",2021-04-07,"Utah Jazz",113,"Phoenix Suns",117,5110,1,4,4,"2020-21",74.468085106383
"5838",2021-04-08,"Los Angeles Lakers",104,"Miami Heat",110,0,1,6,6,"2020-21",55.2631578947368
"5839",2021-04-08,"Chicago Bulls",122,"Toronto Raptors",113,0,0,-9,9,"2020-21",44.4444444444444
"5840",2021-04-08,"Cleveland Cavaliers",129,"Oklahoma City Thunder",102,0,0,-27,27,"2020-21",27.7777777777778
"5841",2021-04-08,"Milwaukee Bucks",101,"Dallas Mavericks",116,4190,1,15,15,"2020-21",53.8461538461538
"5842",2021-04-08,"Phoenix Suns",103,"Los Angeles Clippers",113,0,1,10,10,"2020-21",67.3913043478261
"5843",2021-04-08,"Detroit Pistons",113,"Sacramento Kings",101,0,0,-12,12,"2020-21",44.4444444444444
"5844",2021-04-08,"Portland Trail Blazers",103,"Utah Jazz",122,5546,1,19,19,"2020-21",83.3333333333333
"5845",2021-04-09,"Indiana Pacers",111,"Orlando Magic",106,3777,0,-5,5,"2020-21",30.5555555555556
"5846",2021-04-09,"Minnesota Timberwolves",136,"Boston Celtics",145,2298,1,9,9,"2020-21",58.974358974359
"5847",2021-04-09,"Memphis Grizzlies",129,"New York Knicks",133,1912,1,4,4,"2020-21",66.6666666666667
"5848",2021-04-09,"Chicago Bulls",108,"Atlanta Hawks",120,996,1,12,12,"2020-21",65.9090909090909
"5849",2021-04-09,"Philadelphia 76ers",94,"New Orleans Pelicans",101,3700,1,7,7,"2020-21",50
"5850",2021-04-09,"San Antonio Spurs",119,"Denver Nuggets",121,3750,1,2,2,"2020-21",65.8536585365854
"5851",2021-04-09,"Charlotte Hornets",127,"Milwaukee Bucks",119,3280,0,-8,8,"2020-21",76.5957446808511
"5852",2021-04-09,"Washington Wizards",110,"Golden State Warriors",107,0,0,-3,3,"2020-21",67.5675675675676
"5853",2021-04-09,"Houston Rockets",109,"Los Angeles Clippers",126,0,1,17,17,"2020-21",67.3913043478261
"5854",2021-04-10,"Toronto Raptors",135,"Cleveland Cavaliers",115,4148,0,-20,20,"2020-21",36.1111111111111
"5855",2021-04-10,"Los Angeles Lakers",126,"Brooklyn Nets",101,1773,0,-25,25,"2020-21",79.0697674418605
"5856",2021-04-10,"Philadelphia 76ers",117,"Oklahoma City Thunder",93,0,0,-24,24,"2020-21",27.7777777777778
"5857",2021-04-10,"Sacramento Kings",112,"Utah Jazz",128,5546,1,16,16,"2020-21",83.3333333333333
"5858",2021-04-10,"Houston Rockets",109,"Golden State Warriors",125,0,1,16,16,"2020-21",67.5675675675676
"5859",2021-04-10,"Washington Wizards",106,"Phoenix Suns",134,5028,1,28,28,"2020-21",74.468085106383
"5860",2021-04-10,"Detroit Pistons",103,"Portland Trail Blazers",118,0,1,15,15,"2020-21",53.8461538461538
"5861",2021-04-11,"Atlanta Hawks",105,"Charlotte Hornets",101,4148,0,-4,4,"2020-21",50
"5862",2021-04-11,"Boston Celtics",105,"Denver Nuggets",87,4032,0,-18,18,"2020-21",65.8536585365854
"5863",2021-04-11,"New Orleans Pelicans",116,"Cleveland Cavaliers",109,4148,0,-7,7,"2020-21",36.1111111111111
"5864",2021-04-11,"Milwaukee Bucks",124,"Orlando Magic",87,3316,0,-37,37,"2020-21",30.5555555555556
"5865",2021-04-11,"San Antonio Spurs",119,"Dallas Mavericks",117,4054,0,-2,2,"2020-21",53.8461538461538
"5866",2021-04-11,"Indiana Pacers",132,"Memphis Grizzlies",125,2341,0,-7,7,"2020-21",48.7179487179487
"5867",2021-04-11,"Chicago Bulls",117,"Minnesota Timberwolves",121,1436,1,4,4,"2020-21",36.1111111111111
"5868",2021-04-11,"Toronto Raptors",96,"New York Knicks",102,1833,1,6,6,"2020-21",66.6666666666667
"5869",2021-04-11,"Detroit Pistons",124,"Los Angeles Clippers",131,0,1,7,7,"2020-21",67.3913043478261
"5870",2021-04-11,"Miami Heat",107,"Portland Trail Blazers",98,0,0,-9,9,"2020-21",53.8461538461538
"5871",2021-04-12,"Philadelphia 76ers",113,"Dallas Mavericks",95,4016,0,-18,18,"2020-21",53.8461538461538
"5872",2021-04-12,"Los Angeles Lakers",96,"New York Knicks",111,1981,1,15,15,"2020-21",66.6666666666667
"5873",2021-04-12,"San Antonio Spurs",120,"Orlando Magic",97,3107,0,-23,23,"2020-21",30.5555555555556
"5874",2021-04-12,"Chicago Bulls",90,"Memphis Grizzlies",101,2194,1,11,11,"2020-21",48.7179487179487
"5875",2021-04-12,"Sacramento Kings",110,"New Orleans Pelicans",117,3700,1,7,7,"2020-21",50
"5876",2021-04-12,"Washington Wizards",125,"Utah Jazz",121,5546,0,-4,4,"2020-21",83.3333333333333
"5877",2021-04-12,"Denver Nuggets",107,"Golden State Warriors",116,0,1,9,9,"2020-21",67.5675675675676
"5878",2021-04-12,"Houston Rockets",120,"Phoenix Suns",126,4145,1,6,6,"2020-21",74.468085106383
"5879",2021-04-13,"Brooklyn Nets",127,"Minnesota Timberwolves",97,0,0,-30,30,"2020-21",36.1111111111111
"5880",2021-04-13,"Los Angeles Clippers",126,"Indiana Pacers",115,0,0,-11,11,"2020-21",37.8378378378378
"5881",2021-04-13,"Atlanta Hawks",108,"Toronto Raptors",103,1427,0,-5,5,"2020-21",44.4444444444444
"5882",2021-04-13,"Los Angeles Lakers",101,"Charlotte Hornets",93,3676,0,-8,8,"2020-21",50
"5883",2021-04-13,"Oklahoma City Thunder",96,"Utah Jazz",106,5546,1,10,10,"2020-21",83.3333333333333
"5884",2021-04-13,"Miami Heat",86,"Phoenix Suns",106,5024,1,20,20,"2020-21",74.468085106383
"5885",2021-04-13,"Boston Celtics",116,"Portland Trail Blazers",115,0,0,-1,1,"2020-21",53.8461538461538
"5886",2021-04-14,"Milwaukee Bucks",130,"Minnesota Timberwolves",105,0,0,-25,25,"2020-21",36.1111111111111
"5887",2021-04-14,"Cleveland Cavaliers",103,"Charlotte Hornets",90,2955,0,-13,13,"2020-21",50
"5888",2021-04-14,"Brooklyn Nets",117,"Philadelphia 76ers",123,4094,1,6,6,"2020-21",76.7441860465116
"5889",2021-04-14,"San Antonio Spurs",112,"Toronto Raptors",117,1184,1,5,5,"2020-21",44.4444444444444
"5890",2021-04-14,"Orlando Magic",115,"Chicago Bulls",106,0,0,-9,9,"2020-21",41.6666666666667
"5891",2021-04-14,"Los Angeles Clippers",100,"Detroit Pistons",98,750,0,-2,2,"2020-21",36.1111111111111
"5892",2021-04-14,"New York Knicks",116,"New Orleans Pelicans",106,3700,0,-10,10,"2020-21",50
"5893",2021-04-14,"Indiana Pacers",132,"Houston Rockets",124,3293,0,-8,8,"2020-21",25
"5894",2021-04-14,"Golden State Warriors",147,"Oklahoma City Thunder",109,0,0,-38,38,"2020-21",27.7777777777778
"5895",2021-04-14,"Dallas Mavericks",114,"Memphis Grizzlies",113,2141,0,-1,1,"2020-21",48.7179487179487
"5896",2021-04-14,"Miami Heat",106,"Denver Nuggets",123,4017,1,17,17,"2020-21",65.8536585365854
"5897",2021-04-14,"Washington Wizards",123,"Sacramento Kings",111,0,0,-12,12,"2020-21",44.4444444444444
"5898",2021-04-15,"Milwaukee Bucks",120,"Atlanta Hawks",109,0,0,-11,11,"2020-21",65.9090909090909
"5899",2021-04-15,"Golden State Warriors",119,"Cleveland Cavaliers",101,4148,0,-18,18,"2020-21",36.1111111111111
"5900",2021-04-15,"Boston Celtics",121,"Los Angeles Lakers",113,1915,0,-8,8,"2020-21",57.5
"5901",2021-04-15,"Sacramento Kings",114,"Phoenix Suns",122,4568,1,8,8,"2020-21",74.468085106383
